mean_age_SH20-M1H,LnFe_Mn,mean_age_SH20-M1H,LnMn_Ti,mean_age_SH20-M1H,LnBr_Ti,mean_age_SH20-M1H,Mo_inc/coh,mean_age_SH20-M1H,Ln_Ca/Ti
25155.5,3.61596125,25155.5,0.557633627,25155.5,-2.486888811,25155.5,1.146265827,25155.5,-0.349627698
25156.4,3.55607073,25156.4,0.575975504,25156.4,-1.672021399,25156.4,1.13064237,25156.4,-0.358633808
25157.3,3.57301574,25157.3,0.555363478,25157.3,-1.805717821,25157.3,1.143223175,25157.3,-0.363772206
25158.3,3.566203851,25158.3,0.531639999,25158.3,-3.620524134,25158.3,1.120158609,25158.3,-0.390284551
25159.2,3.545042076,25159.2,0.446287103,25159.2,-1.732816934,25159.2,1.085479867,25159.2,-0.422574936
25160.1,3.634450875,25160.1,0.278573356,25160.1,-1.872666108,25160.1,1.091378984,25160.1,-0.408059143
25161,3.556283823,25161,0.372049111,25161,-2.122613714,25161,1.078185435,25161,-0.381116079
25161.9,3.67877637,25161.9,0.292043178,25161.9,-1.704748092,25161.9,1.078724994,25161.9,-0.517256514
25162.8,3.55921095,25162.8,0.402715588,25162.8,-1.908719121,25162.8,1.081312418,25162.8,-0.370657871
25163.7,3.594748196,25163.7,0.382091757,25163.7,-2.941144083,25163.7,1.108615434,25163.7,-0.583834091
25164.6,3.586162463,25164.6,0.403171529,25164.6,-2.628800829,25164.6,1.073446515,25164.6,-0.491539717
25165.5,3.758107429,25165.5,0.284459975,25165.5,-3.659891917,25165.5,1.021090697,25165.5,-0.530628251
25166.5,3.609279542,25166.5,0.497455389,25166.5,-1.402042718,25166.5,1.032479239,25166.5,-0.544592486
25167.4,3.531803858,25167.4,0.614655557,25167.4,-2.596824566,25167.4,1.098883972,25167.4,-0.547435369
25168.3,3.642107917,25168.3,0.461543535,25168.3,-2.230560998,25168.3,1.036218625,25168.3,-0.512040691
25169.2,3.604449413,25169.2,0.568368579,25169.2,-2.69848075,25169.2,1.058623116,25169.2,-0.390197636
25170.1,3.639115984,25170.1,0.545446614,25170.1,-1.694385305,25170.1,1.031356728,25170.1,-0.399799371
25171,3.556769569,25171,0.598222283,25171,-2.401756281,25171,1.052697468,25171,-0.664655225
25171.9,3.547611444,25171.9,0.480585739,25171.9,-2.257516808,25171.9,1.036726256,25171.9,-0.563613128
25172.8,3.590766974,25172.8,0.48565267,25172.8,-2.055254316,25172.8,1.047177398,25172.8,-0.334590769
25173.7,3.478789167,25173.7,0.483796951,25173.7,-1.839012354,25173.7,1.128334977,25173.7,-0.444685821
25174.6,3.515107107,25174.6,0.393749493,25174.6,-2.067861594,25174.6,1.116747501,25174.6,-0.5041921
25175.6,3.530949921,25175.6,0.439203248,25175.6,NaN,25175.6,1.090763651,25175.6,-0.345705913
25176.5,3.516713764,25176.5,0.40719671,25176.5,-2.053777173,25176.5,1.089998003,25176.5,-0.353955199
25177.4,3.502110938,25177.4,0.61056059,25177.4,-1.378197151,25177.4,1.109390497,25177.4,-0.189665531
25178.3,3.471973211,25178.3,0.537288028,25178.3,-2.820262192,25178.3,1.115481936,25178.3,-0.377915156
25179.2,3.519591237,25179.2,0.49958955,25179.2,-2.457356698,25179.2,1.106665678,25179.2,-0.224541176
25180.1,3.495987351,25180.1,0.477814374,25180.1,-2.73991794,25180.1,1.104180125,25180.1,-0.334260662
25181,3.425020137,25181,0.539154018,25181,-2.210545421,25181,1.120305941,25181,-0.354786369
25181.9,3.4277941,25181.9,0.457175727,25181.9,NaN,25181.9,1.082088199,25181.9,-0.24850723
25182.8,3.494253737,25182.8,0.272081132,25182.8,-2.620651902,25182.8,1.088475164,25182.8,-0.350502085
25183.8,3.510260127,25183.8,0.305208504,25183.8,-4.212950305,25183.8,1.063064975,25183.8,-0.341749294
25184.7,3.618778826,25184.7,0.191967934,25184.7,-1.997288474,25184.7,1.138636072,25184.7,-0.355060739
25185.6,3.617069343,25185.6,0.174607727,25185.6,NaN,25185.6,1.098255973,25185.6,-0.503960004
25186.5,3.635538064,25186.5,0.236299417,25186.5,-1.642227735,25186.5,1.090145242,25186.5,-0.255933374
25187.4,3.540923975,25187.4,0.390336227,25187.4,-1.406313228,25187.4,1.145140663,25187.4,-0.305252958
25188.3,3.65132492,25188.3,0.29310214,25188.3,-1.791759469,25188.3,1.157091126,25188.3,-0.29983289
25189.2,3.570199905,25189.2,0.462980958,25189.2,-2.694627181,25189.2,1.147193614,25189.2,-0.207342409
25190.1,3.615524124,25190.1,0.419908059,25190.1,-2.740840024,25190.1,1.156599546,25190.1,-0.332306353
25191,3.60422058,25191,0.419485454,25191,-2.895911938,25191,1.141067358,25191,-0.356938067
25192,3.538966218,25192,0.588462569,25192,-2.486937107,25192,1.129110811,25192,-0.211547757
25192.9,3.587470105,25192.9,0.420768526,25192.9,NaN,25192.9,1.150933241,25192.9,-0.380859297
25193.8,3.618475814,25193.8,0.573157355,25193.8,NaN,25193.8,1.16802862,25193.8,-0.391046733
25194.7,3.634907958,25194.7,0.660960494,25194.7,-1.446918983,25194.7,1.135211067,25194.7,-0.256499145
25195.6,3.667684714,25195.6,0.584838984,25195.6,-1.471501226,25195.6,1.189544748,25195.6,-0.412109651
25196.5,3.657895385,25196.5,0.615964385,25196.5,-1.807402246,25196.5,1.152228603,25196.5,-0.267922922
25197.4,3.604415086,25197.4,0.718775324,25197.4,NaN,25197.4,1.165246079,25197.4,-0.315917447
25198.3,3.674473864,25198.3,0.73590904,25198.3,-4.411585437,25198.3,1.172355478,25198.3,-0.368534169
25199.2,3.638984324,25199.2,0.629598969,25199.2,-1.463510212,25199.2,1.196450173,25199.2,-0.523646312
25200.2,3.670776082,25200.2,0.739722763,25200.2,-1.064955266,25200.2,1.201794093,25200.2,-0.303288139
25201.1,3.637231675,25201.1,0.870766008,25201.1,-1.658898543,25201.1,1.19661832,25201.1,-0.191478637
25202,3.63818817,25202,0.681770494,25202,NaN,25202,1.194256024,25202,-0.348306694
25202.9,3.620530601,25202.9,0.771687823,25202.9,-2.302585093,25202.9,1.167499412,25202.9,-0.322425021
25203.8,3.60631273,25203.8,0.649662069,25203.8,-1.155520421,25203.8,1.176192464,25203.8,-0.396990481
25204.7,3.669122925,25204.7,0.488615476,25204.7,-1.785995765,25204.7,1.231306651,25204.7,-0.449785508
25205.6,3.698402616,25205.6,0.601488861,25205.6,-2.710269958,25205.6,1.168716465,25205.6,-0.253534185
25206.5,3.622808227,25206.5,0.514209722,25206.5,-2.77825446,25206.5,1.162924335,25206.5,-0.676340062
25207.4,3.715263144,25207.4,0.525807177,25207.4,-2.948640666,25207.4,1.214860405,25207.4,-0.315314011
25208.3,3.699732797,25208.3,0.475691786,25208.3,-1.756668149,25208.3,1.175975329,25208.3,-0.223639706
25209.3,3.73789241,25209.3,0.484004935,25209.3,-2.607037518,25209.3,1.221473908,25209.3,-0.419665237
25210.2,3.731707756,25210.2,0.222796871,25210.2,-1.723113278,25210.2,1.182248561,25210.2,-0.517200609
25211.1,3.647203378,25211.1,0.475865759,25211.1,NaN,25211.1,1.174071803,25211.1,-0.252191237
25212,3.686204647,25212,0.259764906,25212,-2.504638232,25212,1.149163278,25212,-0.334343066
25212.9,3.649983364,25212.9,0.325622221,25212.9,-1.788168801,25212.9,1.182072163,25212.9,-0.440235308
25213.8,3.641386038,25213.8,0.374232088,25213.8,-2.018599882,25213.8,1.174926442,25213.8,-0.355094749
25214.7,3.70062527,25214.7,0.25268523,25214.7,-3.449987546,25214.7,1.165320177,25214.7,-0.488156824
25215.6,3.585012746,25215.6,0.306633998,25215.6,-2.142620443,25215.6,1.164647123,25215.6,-0.377790386
25216.5,3.64030725,25216.5,0.115401677,25216.5,-1.703983858,25216.5,1.130861327,25216.5,-0.44285264
25217.5,3.718255745,25217.5,0.164732789,25217.5,-1.904237453,25217.5,1.096636891,25217.5,-0.314030902
25218.4,3.762911436,25218.4,0.065957968,25218.4,-1.714410003,25218.4,1.111266907,25218.4,-0.253314429
25219.3,3.723484983,25219.3,0.067987341,25219.3,NaN,25219.3,1.115443229,25219.3,-0.400452566
25220.2,3.677561987,25220.2,0.048057295,25220.2,-3.912023005,25220.2,1.103201072,25220.2,-0.460815203
25221.1,3.703074743,25221.1,0.081935572,25221.1,-2.121358827,25221.1,1.147796115,25221.1,-0.350361349
25222,3.66378491,25222,0.05213392,25222,-1.401702986,25222,1.174752552,25222,-0.474294166
25222.9,3.651939865,25222.9,0.149756085,25222.9,-1.803132459,25222.9,1.131165104,25222.9,-0.395019051
25223.8,3.661494462,25223.8,0.231568201,25223.8,-2.304278574,25223.8,1.137369991,25223.8,-0.315707927
25224.7,3.69744186,25224.7,0.173759151,25224.7,-2.037432134,25224.7,1.143128153,25224.7,-0.438172426
25225.7,3.635118181,25225.7,0.274575725,25225.7,-3.137231836,25225.7,1.147475598,25225.7,-0.408072672
25226.6,3.704106283,25226.6,0.204014381,25226.6,-2.140943741,25226.6,1.189759839,25226.6,-0.392393027
25227.5,3.677251831,25227.5,0.120446153,25227.5,-4.240527072,25227.5,1.1286807,25227.5,-0.537854296
25228.4,3.762560685,25228.4,0.042009408,25228.4,-2.363828718,25228.4,1.165669628,25228.4,-0.498797048
25229.3,3.701172011,25229.3,0.041448757,25229.3,-3.126133773,25229.3,1.127234324,25229.3,-0.561184416
25230.2,3.720050124,25230.2,0.116826372,25230.2,-1.568960211,25230.2,1.140639847,25230.2,-0.406326064
25231.1,3.747359323,25231.1,-0.103121589,25231.1,NaN,25231.1,1.156806465,25231.1,-0.563586196
25232,3.634607554,25232,0.074218026,25232,-1.577592917,25232,1.121939065,25232,-0.456839502
25232.9,3.819214956,25232.9,-0.061243625,25232.9,-1.940971867,25232.9,1.144744707,25232.9,-0.340771896
25233.9,3.696491475,25233.9,-0.001566171,25233.9,-1.60787419,25233.9,1.127608711,25233.9,-0.525010259
25234.8,3.685675274,25234.8,0.017530329,25234.8,-1.688007964,25234.8,1.096477556,25234.8,-0.248791202
25235.7,3.780665645,25235.7,-0.206660625,25235.7,-1.8605503,25235.7,1.138263566,25235.7,-0.513658487
25236.6,3.672367293,25236.6,-0.025001302,25236.6,NaN,25236.6,1.10903953,25236.6,-0.351397887
25237.5,3.724953878,25237.5,-0.191127337,25237.5,-2.388351915,25237.5,1.062097076,25237.5,-0.477152409
25238.4,3.591691589,25238.4,-0.053211689,25238.4,-2.176433808,25238.4,1.114731522,25238.4,-0.441832752
25239.3,3.676824601,25239.3,-0.099931794,25239.3,-2.535138775,25239.3,1.090003742,25239.3,-0.47636387
25240.2,3.63412377,25240.2,0.005988042,25240.2,-3.862232341,25240.2,1.082424885,25240.2,-0.357104036
25241.1,3.615346548,25241.1,-0.050046183,25241.1,-3.579343567,25241.1,1.118611154,25241.1,-0.401289737
25242.1,3.720824066,25242.1,-0.04044097,25242.1,-1.964372212,25242.1,1.114114641,25242.1,-0.337692493
25243,3.631326004,25243,0.129458067,25243,-1.444888525,25243,1.172253903,25243,-0.346276237
25243.9,3.56153191,25243.9,0.31435032,25243.9,-2.605396047,25243.9,1.139512225,25243.9,-0.378796861
25244.8,3.640225579,25244.8,0.240510124,25244.8,-2.015815846,25244.8,1.132543188,25244.8,-0.329924378
25245.7,3.698586523,25245.7,0.259190117,25245.7,-1.989936398,25245.7,1.182853665,25245.7,-0.348150652
25246.6,3.55791554,25246.6,0.537370748,25246.6,-1.403993938,25246.6,1.198896651,25246.6,-0.289633293
25247.5,3.645387728,25247.5,0.589216258,25247.5,-1.452837752,25247.5,1.190994651,25247.5,-0.327074474
25248.4,3.567757292,25248.4,0.765683151,25248.4,-2.17660529,25248.4,1.213138133,25248.4,-0.338325805
25249.3,3.517758835,25249.3,0.821348301,25249.3,-3.030823593,25249.3,1.181105285,25249.3,-0.319603818
25250.2,3.648237041,25250.2,0.592625942,25250.2,-3.040373054,25250.2,1.151940444,25250.2,-0.32366479
25251.2,3.567531803,25251.2,0.838602153,25251.2,-1.650680871,25251.2,1.170097595,25251.2,-0.143683764
25252.1,3.560540905,25252.1,0.757389449,25252.1,-2.113179681,25252.1,1.182908013,25252.1,-0.435533519
25253,3.588401181,25253,0.42530345,25253,-2.059603199,25253,1.133479202,25253,-0.391896379
25253.9,3.625277063,25253.9,0.442542526,25253.9,-1.709730664,25253.9,1.161176037,25253.9,-0.307087164
25254.8,3.563749396,25254.8,0.320471895,25254.8,-4.17438727,25254.8,1.098732207,25254.8,-0.405465108
25255.7,3.647754358,25255.7,0.302678945,25255.7,-2.191745112,25255.7,1.103170532,25255.7,-0.31616697
25256.6,3.583834147,25256.6,0.328434012,25256.6,-1.977941357,25256.6,1.104400412,25256.6,-0.333674054
25257.4,3.599720727,25257.4,0.420559734,25257.4,-2.768793651,25257.4,1.133477713,25257.4,-0.201516004
25258.3,3.566131848,25258.3,0.357698311,25258.3,-1.654820918,25258.3,1.103680901,25258.3,-0.487215758
25259.2,3.594847887,25259.2,0.321711821,25259.2,-3.732554518,25259.2,1.163535029,25259.2,-0.502314934
25260,3.560761289,25260,0.389853343,25260,-2.727164597,25260,1.138000591,25260,-0.524109099
25260.9,3.525695631,25260.9,0.479312358,25260.9,-1.701105101,25260.9,1.167937385,25260.9,-0.522450105
25261.8,3.543501888,25261.8,0.610546588,25261.8,-2.064750826,25261.8,1.205544135,25261.8,-0.25373354
25262.6,3.571913392,25262.6,0.447767488,25262.6,-2.164434755,25262.6,1.123560765,25262.6,-0.405465108
25263.5,3.616374727,25263.5,0.472706666,25263.5,-1.625311262,25263.5,1.168171433,25263.5,-0.290310195
25264.4,3.630442233,25264.4,0.438438546,25264.4,-4.475441079,25264.4,1.153604411,25264.4,-0.465082173
25265.2,3.586997431,25265.2,0.487432744,25265.2,NaN,25265.2,1.157838743,25265.2,-0.471160367
25266.1,3.572753208,25266.1,0.54778133,25266.1,-3.401197382,25266.1,1.224361915,25266.1,-0.390866309
25267,3.551507551,25267,0.589366266,25267,-2.071344331,25267,1.183026402,25267,-0.268889573
25267.8,3.644654938,25267.8,0.43317469,25267.8,-1.539168717,25267.8,1.14824896,25267.8,-0.440556428
25268.7,3.559219034,25268.7,0.474538784,25268.7,-3.174424062,25268.7,1.174093279,25268.7,-0.407284945
25269.6,3.635339905,25269.6,0.503947183,25269.6,-1.419084184,25269.6,1.168977067,25269.6,-0.331645196
25270.4,3.610470027,25270.4,0.63231374,25270.4,-1.887515183,25270.4,1.134973523,25270.4,-0.229287106
25271.3,3.573931639,25271.3,0.516311531,25271.3,-2.058060747,25271.3,1.156012412,25271.3,-0.287027408
25272.2,3.682634569,25272.2,0.332809229,25272.2,-2.244005792,25272.2,1.171053439,25272.2,-0.443662579
25273,3.624536513,25273,0.422728176,25273,-1.321289531,25273,1.164970647,25273,-0.467023001
25273.9,3.556131428,25273.9,0.524248644,25273.9,-1.522587424,25273.9,1.173492914,25273.9,-0.447856867
25274.8,3.620150122,25274.8,0.512466986,25274.8,-2.661903598,25274.8,1.155967122,25274.8,-0.299386165
25275.6,3.652592014,25275.6,0.449077617,25275.6,-2.026951359,25275.6,1.14662527,25275.6,-0.268571112
25276.5,3.629565357,25276.5,0.528844129,25276.5,-2.877468353,25276.5,1.152824171,25276.5,-0.306619273
25277.4,3.61748159,25277.4,0.404196877,25277.4,-2.436659816,25277.4,1.174499617,25277.4,-0.256488027
25278.2,3.688224067,25278.2,0.272623609,25278.2,-2.219203484,25278.2,1.171203397,25278.2,-0.383958903
25279.1,3.637133537,25279.1,0.237800709,25279.1,NaN,25279.1,1.138574315,25279.1,-0.442205678
25280,3.665849625,25280,0.30652516,25280,-3.269025609,25280,1.14984564,25280,-0.493465116
25280.8,3.620056961,25280.8,0.353408746,25280.8,-2.123893304,25280.8,1.173519179,25280.8,-0.499417514
25281.7,3.589879579,25281.7,0.420559734,25281.7,-2.276317166,25281.7,1.118107658,25281.7,-0.436355595
25282.6,3.655069243,25282.6,0.295215899,25282.6,-2.380258131,25282.6,1.173350249,25282.6,-0.386081241
25283.4,3.623816926,25283.4,0.362667879,25283.4,NaN,25283.4,1.160962612,25283.4,-0.490987282
25284.3,3.68877796,25284.3,0.247455654,25284.3,-1.963393112,25284.3,1.169399448,25284.3,-0.474519878
25285.2,3.655467465,25285.2,0.347096507,25285.2,-1.951533407,25285.2,1.163736393,25285.2,-0.523364973
25286,3.715959735,25286,0.234213116,25286,-1.978759818,25286,1.218154706,25286,-0.476126465
25286.9,3.695828752,25286.9,0.193259823,25286.9,-2.374482832,25286.9,1.169565698,25286.9,-0.420810678
25287.8,3.697756024,25287.8,0.290015796,25287.8,-3.884371474,25287.8,1.146816529,25287.8,-0.355340721
25288.6,3.695517069,25288.6,0.169847383,25288.6,NaN,25288.6,1.169647013,25288.6,-0.486334604
25289.5,3.71264412,25289.5,0.185142433,25289.5,-2.103456418,25289.5,1.178654996,25289.5,-0.421697844
25290.4,3.722796307,25290.4,0.111973672,25290.4,-1.679785798,25290.4,1.176601418,25290.4,-0.523544396
25291.2,3.72774245,25291.2,0.243375455,25291.2,NaN,25291.2,1.155451899,25291.2,-0.400913439
25292.1,3.659580221,25292.1,0.270610089,25292.1,-2.122001156,25292.1,1.158930885,25292.1,-0.48117693
25293,3.666740546,25293,0.202874796,25293,-2.871140396,25293,1.140348151,25293,-0.560020401
25293.8,3.680465963,25293.8,0.242508858,25293.8,-2.902451284,25293.8,1.189584067,25293.8,-0.560044696
25294.7,3.722927502,25294.7,0.334224413,25294.7,-1.428426972,25294.7,1.204985095,25294.7,-0.35191503
25295.6,3.703320755,25295.6,0.234556437,25295.6,-2.105874799,25295.6,1.173999765,25295.6,-0.555277386
25296.4,3.633903421,25296.4,0.385432128,25296.4,-4.646312129,25296.4,1.178098358,25296.4,-0.409311267
25297.3,3.612797773,25297.3,0.321147229,25297.3,-2.131378012,25297.3,1.108500169,25297.3,-0.464781685
25298.2,3.730636077,25298.2,0.179727522,25298.2,-1.565511932,25298.2,1.136807402,25298.2,-0.36983793
25299,3.692589254,25299,0.209907552,25299,-2.08290775,25299,1.138129165,25299,-0.416774494
25299.9,3.704419418,25299.9,0.222054029,25299.9,-1.716614959,25299.9,1.154242771,25299.9,-0.512642155
25300.8,3.634157095,25300.8,0.265349746,25300.8,-2.133901459,25300.8,1.13065923,25300.8,-0.438696725
25301.6,3.752687904,25301.6,-0.00458366,25301.6,-2.116712936,25301.6,1.154349424,25301.6,-0.591757955
25302.5,3.755378319,25302.5,-0.017015105,25302.5,NaN,25302.5,1.181844508,25302.5,-0.418587643
25303.4,3.739140531,25303.4,0.083784889,25303.4,-3.25306719,25303.4,1.153670921,25303.4,-0.343556092
25304.2,3.735808338,25304.2,0.04703061,25304.2,-1.839426669,25304.2,1.138780739,25304.2,-0.46839978
25305.1,3.77906647,25305.1,0.007892701,25305.1,NaN,25305.1,1.105800597,25305.1,-0.517716719
25306,3.777273364,25306,0.086022187,25306,-1.836827755,25306,1.141605266,25306,-0.442586332
25306.8,3.795951321,25306.8,-0.034217957,25306.8,-2.165619238,25306.8,1.167323387,25306.8,-0.481692473
25307.7,3.79713811,25307.7,0.067877422,25307.7,-2.7047113,25307.7,1.117011736,25307.7,-0.399629327
25308.6,3.737140378,25308.6,0.119451093,25308.6,-2.317724154,25308.6,1.119986592,25308.6,-0.50638364
25309.4,3.737879372,25309.4,0.135000901,25309.4,-2.62736129,25309.4,1.111857515,25309.4,-0.355475184
25310.3,3.767403719,25310.3,0.071289084,25310.3,-1.796697751,25310.3,1.116587026,25310.3,-0.562493488
25311.2,3.757557625,25311.2,0.170008297,25311.2,-2.144446372,25311.2,1.115956402,25311.2,-0.491205837
25312,3.733011382,25312,0.14266573,25312,NaN,25312,1.152264524,25312,-0.557578712
25312.9,3.805973954,25312.9,0.306541192,25312.9,NaN,25312.9,1.131349122,25312.9,-0.343309183
25313.8,3.707302655,25313.8,0.471318554,25313.8,-1.375823061,25313.8,1.081223601,25313.8,-0.142291455
25314.6,3.733582354,25314.6,0.334349657,25314.6,-2.085022952,25314.6,1.118573271,25314.6,-0.295754144
25315.5,3.680278339,25315.5,0.446602014,25315.5,-3.34010969,25315.5,1.183285513,25315.5,-0.311587593
25316.4,3.751178827,25316.4,0.313091788,25316.4,-2.15581452,25316.4,1.158205977,25316.4,-0.424018516
25317.2,3.717581236,25317.2,0.329957556,25317.2,-1.903199031,25317.2,1.149341832,25317.2,-0.407284945
25318.1,3.720512028,25318.1,0.450124312,25318.1,NaN,25318.1,1.126618146,25318.1,-0.455790192
25319,3.743182726,25319,0.344685291,25319,NaN,25319,1.097272214,25319,-0.492984486
25319.8,3.722156346,25319.8,0.51899947,25319.8,-2.225704049,25319.8,1.163547595,25319.8,-0.237829701
25320.7,3.793164496,25320.7,0.346228412,25320.7,-1.092747169,25320.7,1.125607335,25320.7,-0.365113813
25321.6,3.741218868,25321.6,0.317454231,25321.6,-2.691701063,25321.6,1.124232714,25321.6,-0.494476486
25322.4,3.769089145,25322.4,0.447729798,25322.4,-2.37066846,25322.4,1.136237973,25322.4,-0.249496246
25323.3,3.768942246,25323.3,0.452918047,25323.3,-4.108822581,25323.3,1.106821958,25323.3,-0.264008326
25324.2,3.804041096,25324.2,0.275879847,25324.2,-1.4729776,25324.2,1.113762212,25324.2,-0.567771701
25325,3.82296471,25325,0.35548847,25325,-1.114548881,25325,1.169651482,25325,-0.406453739
25325.9,3.787728818,25325.9,0.504181081,25325.9,-2.072840858,25325.9,1.156579045,25325.9,-0.425532671
25326.8,3.872907704,25326.8,0.336179454,25326.8,-2.579397493,25326.8,1.112805832,25326.8,-0.400355235
25327.6,3.854238098,25327.6,0.239826051,25327.6,-2.331023028,25327.6,1.138827441,25327.6,-0.471125754
25328.5,3.749779141,25328.5,0.306659731,25328.5,-2.123383664,25328.5,1.096178574,25328.5,-0.407336016
25329.4,3.699132562,25329.4,0.251124477,25329.4,-1.917264551,25329.4,1.082658082,25329.4,-0.402904287
25330.2,3.779326686,25330.2,0.177072201,25330.2,-2.438862711,25330.2,1.105209591,25330.2,-0.34699865
25331.1,3.825516706,25331.1,0.126792969,25331.1,NaN,25331.1,1.091737181,25331.1,-0.502770344
25332,3.796617055,25332,0.250067545,25332,NaN,25332,1.086483108,25332,-0.347372551
25332.8,3.756159147,25332.8,0.273090145,25332.8,-3.509678025,25332.8,1.101108689,25332.8,-0.323842054
25333.7,3.821659224,25333.7,0.093015724,25333.7,-1.877701899,25333.7,1.088066051,25333.7,-0.488664052
25334.6,3.804078292,25334.6,0.163495362,25334.6,-2.899292424,25334.6,1.103669432,25334.6,-0.403690485
25335.4,3.729990697,25335.4,0.164402401,25335.4,-1.936122143,25335.4,1.09575922,25335.4,-0.468038349
25336.3,3.762665025,25336.3,0.181748655,25336.3,-1.823175665,25336.3,1.062652071,25336.3,-0.428934243
25337.2,3.734922234,25337.2,0.270610089,25337.2,-2.212972934,25337.2,1.108555153,25337.2,-0.472785272
25338,3.837364765,25338,0.225039286,25338,NaN,25338,1.151012368,25338,-0.353697543
25338.9,3.789326104,25338.9,0.216744132,25338.9,-2.812785521,25338.9,1.100873028,25338.9,-0.400785642
25339.8,3.84026885,25339.8,0.134196065,25339.8,-3.390615272,25339.8,1.13124492,25339.8,-0.341092824
25340.6,3.764028125,25340.6,0.17831812,25340.6,NaN,25340.6,1.100049385,25340.6,-0.481023024
25341.5,3.781185256,25341.5,0.26265125,25341.5,-2.25878247,25341.5,1.087151928,25341.5,-0.285197599
25342.4,3.789263016,25342.4,0.166024484,25342.4,-1.597800208,25342.4,1.1058149,25342.4,-0.387237594
25343.2,3.704156894,25343.2,0.410742165,25343.2,-2.145038824,25343.2,1.096644721,25343.2,-0.330932056
25344.1,3.695688912,25344.1,0.312246979,25344.1,-2.020152376,25344.1,1.104952258,25344.1,-0.456482882
25345,3.742922276,25345,0.374813866,25345,-1.698026992,25345,1.139030161,25345,-0.402579103
25345.8,3.759565107,25345.8,0.275815206,25345.8,-2.286383118,25345.8,1.129706758,25345.8,-0.403651871
25346.7,3.715653166,25346.7,0.380804546,25346.7,-1.871802177,25346.7,1.125173514,25346.7,-0.356674944
25347.6,3.83873521,25347.6,0.381833504,25347.6,-3.264486336,25347.6,1.090863172,25347.6,-0.227932068
25348.4,3.776892793,25348.4,0.280539185,25348.4,-3.196007634,25348.4,1.159717267,25348.4,-0.465033793
25349.3,3.734574325,25349.3,0.295215899,25349.3,-2.253964406,25349.3,1.074443781,25349.3,-0.439857638
25350.2,3.713265994,25350.2,0.374579392,25350.2,-3.215232834,25350.2,1.110543825,25350.2,-0.483229391
25351,3.762177543,25351,0.350499197,25351,-2.570562094,25351,1.111543371,25351,-0.537930971
25351.9,3.539578816,25351.9,0.700337761,25351.9,NaN,25351.9,1.114828368,25351.9,-0.431576252
25352.8,3.757137013,25352.8,0.48342665,25352.8,-1.971174651,25352.8,1.110291792,25352.8,-0.32366479
25353.6,3.752350378,25353.6,0.658137771,25353.6,-3.244428899,25353.6,1.139066381,25353.6,-0.237000586
25354.5,3.772933769,25354.5,0.609064063,25354.5,-2.065711349,25354.5,1.162980694,25354.5,-0.192511548
25355.4,3.743548265,25355.4,0.493985594,25355.4,-3.025291076,25355.4,1.145407332,25355.4,-0.482115518
25356.2,3.779726176,25356.2,0.535570914,25356.2,-1.493336155,25356.2,1.141247739,25356.2,-0.344713446
25357.1,3.745612472,25357.1,0.455751607,25357.1,-3.874981734,25357.1,1.147856036,25357.1,-0.592704398
25358,3.729834932,25358,0.503699703,25358,-1.518980802,25358,1.135741673,25358,-0.511483302
25358.8,3.840740633,25358.8,0.54641986,25358.8,-3.056356895,25358.8,1.159714297,25358.8,-0.328504067
25359.7,3.796384907,25359.7,0.476651444,25359.7,-2.930699803,25359.7,1.164205511,25359.7,-0.461345567
25360.6,3.747285908,25360.6,0.42324063,25360.6,-1.870874963,25360.6,1.125310411,25360.6,-0.553143273
25361.4,3.846970522,25361.4,0.433274387,25361.4,-1.442050161,25361.4,1.130553798,25361.4,-0.358846497
25362.3,3.817669231,25362.3,0.403506244,25362.3,-1.572930496,25362.3,1.121901764,25362.3,-0.440311839
25363.2,3.799872465,25363.2,0.420415013,25363.2,-1.312467091,25363.2,1.11707899,25363.2,-0.321651373
25364,3.725783112,25364,0.543615447,25364,-2.510882136,25364,1.165881154,25364,-0.245834963
25364.9,3.699381645,25364.9,0.621074833,25364.9,-1.520772275,25364.9,1.179108985,25364.9,-0.372888938
25365.8,3.708354099,25365.8,0.522815711,25365.8,-2.199171998,25365.8,1.152387685,25365.8,-0.350579054
25366.6,3.801254435,25366.6,0.540892955,25366.6,-2.446913253,25366.6,1.10775793,25366.6,-0.243857756
25367.5,3.708237442,25367.5,0.499856592,25367.5,-1.999865143,25367.5,1.155457705,25367.5,-0.573345981
25368.4,3.79122949,25368.4,0.237800709,25368.4,-1.698892785,25368.4,1.120727521,25368.4,-0.663392919
25369.2,3.763349483,25369.2,0.434396731,25369.2,-2.158832146,25369.2,1.140598805,25369.2,-0.440311839
25370.1,3.719571269,25370.1,0.483264824,25370.1,-2.660647962,25370.1,1.10915134,25370.1,-0.433025908
25370.9,3.822478097,25370.9,0.473740877,25370.9,-2.576536973,25370.9,1.116544856,25370.9,-0.289219352
25371.8,3.81180405,25371.8,0.201456797,25371.8,NaN,25371.8,1.126572747,25371.8,-0.536527973
25372.7,3.663842348,25372.7,0.403641954,25372.7,NaN,25372.7,1.110522173,25372.7,-0.370562236
25373.5,3.747794836,25373.5,0.31125524,25373.5,-1.931337942,25373.5,1.080666687,25373.5,-0.309321248
25374.4,3.787105088,25374.4,0.208650544,25374.4,-1.788168801,25374.4,1.082886992,25374.4,-0.40997165
25375.3,3.801455003,25375.3,0.226477505,25375.3,-3.650658241,25375.3,1.104948643,25375.3,-0.403611539
