N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000017.spe	34.04	7.77	1	0.018309	-0.002891	0.009686	0.091406	16365.27637	1.22	20	0	14	0	28	0	35	98	329	0	111	12	1476	17505	112	0	0	36	0	235	94	207	243	744	705	0	0	0	0	44	19	91	0	192	115	5	0	23355	5875	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000018.spe	36.04	7.76	1	0.018309	-0.002891	0.009686	0.091406	16171.88867	1.47	0	6	22	9	27	5	78	100	303	0	134	11	2173	16179	89	0	7	37	5	101	71	208	183	771	799	7	0	23	0	0	31	74	56	105	82	0	725900202997671	22842	5831	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000019.spe	38.04	7.76	1	0.018309	-0.002891	0.009686	0.091406	13985.09668	1.45	0	0	8	6	24	0	75	43	196	8	92	23	970	9119	73	0	21	44	4	265	0	183	99	699	705	0	0	0	9	16	40	82	0	124	15	0	1055203403192006	21339	5525	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000020.spe	40.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	14630.16602	1.13	19	9	12	10	30	9	51	79	239	0	108	24	1151	11526	42	8	49	42	0	0	67	184	95	705	823	0	0	0	0	17	16	41	137	79	77	20	0	22149	5544	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000021.spe	42.04	7.68	1	0.018309	-0.002891	0.009686	0.091406	17597.31641	1.10	7	17	7	0	36	0	60	97	414	0	190	0	2530	21628	135	0	0	51	5	119	60	314	147	772	780	0	0	0	22	50	17	54	34	103	65	9	0	24126	5966	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000022.spe	44.04	7.68	1	0.018309	-0.002891	0.009686	0.091406	16540.06836	1.34	0	0	19	0	13	8	53	98	328	0	162	18	1487	17961	77	0	0	25	0	90	0	245	176	661	888	0	4	0	0	0	29	83	24	33	96	0	0	23537	5792	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000023.spe	46.04	7.69	1	0.018309	-0.002891	0.009686	0.091406	14894.35059	1.35	0	0	14	11	43	0	79	89	298	0	126	20	1066	13346	38	0	0	0	0	25	25	143	170	704	877	0	0	0	0	0	22	0	94	10	87	12	0	21455	5542	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000024.spe	48.04	7.69	1	0.018309	-0.002891	0.009686	0.091406	14171.08887	1.33	0	0	23	0	33	9	70	79	295	0	151	29	1300	13460	54	6	0	36	0	33	73	195	160	642	667	0	0	0	41	0	10	16	72	24	61	6	282025017331160	20322	5039	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000025.spe	50.04	7.69	1	0.018309	-0.002891	0.009686	0.091406	16506.86914	1.26	0	0	27	10	24	0	54	112	388	0	161	18	1801	19506	114	0	0	8	0	0	56	238	215	645	698	0	0	4	24	0	16	0	167	46	139	0	246243753009320	22693	5761	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000026.spe	52.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	17235.43555	1.56	0	0	0	5	38	5	55	142	435	0	187	8	1521	19932	122	0	9	45	0	42	86	231	133	741	1003	0	0	18	0	21	43	13	73	59	94	0	758482420491942	23823	5740	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000027.spe	54.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	17579.01758	1.29	21	16	38	0	53	0	49	151	466	0	220	50	1344	23977	145	0	0	0	42	72	75	151	178	693	782	0	0	0	36	0	0	0	89	0	94	31	2182273561460584	23212	5792	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000028.spe	56.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	16758.65820	1.17	4	36	37	18	42	6	35	112	443	0	201	19	1092	20985	108	5	0	0	0	40	68	218	104	601	784	7	0	0	14	0	13	17	100	0	126	0	736375124931126	22554	5629	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000029.spe	58.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	15677.11426	1.19	0	0	27	14	33	0	67	48	296	0	147	13	969	17582	129	0	0	0	0	121	53	142	179	564	644	16	0	0	40	0	0	8	0	59	62	0	0	21888	5689	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000030.spe	60.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	15769.10645	1.28	4	0	12	0	19	0	40	97	369	0	175	33	927	17837	37	0	6	0	42	167	22	217	192	629	771	0	0	0	14	0	0	0	0	73	132	0	474495148894700	22336	5530	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000031.spe	62.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16261.88379	1.31	0	0	11	19	32	7	29	96	371	0	166	5	947	18120	86	0	0	41	8	95	46	228	243	612	663	0	0	0	14	0	0	26	89	154	126	14	920756730088938	22885	5684	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000032.spe	64.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16716.35938	1.30	0	0	13	0	45	7	54	116	395	0	134	5	1156	19549	192	0	0	0	9	71	91	216	142	511	880	0	0	5	10	12	26	33	45	58	57	6	8435560986449	23031	5832	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000033.spe	66.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16389.47461	1.24	25	30	44	8	63	0	58	106	398	0	186	0	1116	20845	182	0	0	45	53	0	83	239	241	796	814	0	0	11	0	9	0	28	120	0	67	17	323767627553358	22153	5678	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000034.spe	68.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16192.98633	1.50	0	0	22	0	33	9	60	125	400	4	133	19	1263	18825	75	0	10	0	0	103	106	236	117	661	623	0	0	24	0	9	0	0	6	95	117	13	1199042808295026	22345	5615	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000035.spe	70.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16763.65625	1.28	5	0	21	0	33	0	43	130	440	0	199	20	1168	23893	0	0	0	49	57	45	41	231	94	780	694	0	0	0	0	0	0	0	79	23	199	0	258775562283565	22246	5654	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000036.spe	72.04	7.74	1	0.018309	-0.002891	0.009686	0.091406	16427.87305	1.58	0	0	23	9	21	8	82	112	398	5	178	13	1100	21746	36	0	8	36	0	19	72	218	151	796	754	15	0	30	0	35	49	60	71	152	162	7	0	22242	5772	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000037.spe	74.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	16968.84961	1.22	30	28	37	13	40	0	57	144	416	0	187	13	1131	22034	144	0	19	0	0	163	11	135	162	791	858	0	0	26	0	9	0	80	16	58	85	16	1101893189056195	22850	5852	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000038.spe	76.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	17120.14063	1.46	0	0	29	0	38	0	65	138	429	0	127	11	1118	27593	125	0	0	0	0	119	130	215	112	568	864	0	0	48	28	0	9	26	71	135	159	12	0	22173	5718	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000039.spe	78.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	16814.05664	1.32	0	10	6	0	36	0	48	148	453	0	215	20	1279	23564	176	0	0	0	0	97	113	252	179	655	700	6	0	8	0	4	17	47	15	98	37	15	0	22519	5490	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000040.spe	80.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	16871.05469	1.40	0	16	38	0	31	14	69	152	489	0	214	24	1507	24253	92	0	0	14	17	166	12	193	145	660	594	0	0	34	18	9	9	41	0	71	143	7	1194030939073108	22393	5671	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000041.spe	82.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	16761.65820	1.19	0	0	29	20	53	11	33	121	391	0	176	26	1444	23795	75	0	9	33	44	52	0	240	152	694	680	6	0	18	0	5	0	14	87	106	120	0	800036103329433	22333	5751	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000042.spe	84.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	17150.63672	1.21	0	0	21	0	33	4	46	154	482	6	222	16	1286	24878	121	19	10	0	23	158	115	300	158	738	675	0	0	0	0	16	5	24	0	109	120	10	0	22572	5686	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000043.spe	86.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	16287.68164	1.28	18	9	23	16	54	13	43	134	438	0	201	9	1592	22255	34	0	15	44	0	64	113	267	167	630	683	10	0	0	0	13	7	0	52	103	174	17	0	21607	5515	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000044.spe	88.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	16320.87988	1.23	19	0	19	0	44	0	65	116	439	0	158	0	1532	22681	217	0	0	16	14	55	0	174	97	739	628	10	0	19	0	0	47	83	38	0	33	6	0	21607	5451	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000045.spe	90.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	16883.95117	1.15	0	13	20	4	37	7	63	131	456	0	218	33	1638	21622	87	0	0	14	93	173	92	135	246	711	660	0	0	0	14	10	0	28	0	34	169	11	550687458911503	22916	5581	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000046.spe	92.04	7.73	1	0.018309	-0.002891	0.009686	0.091406	15900.79980	1.21	0	11	26	31	11	0	56	103	345	5	153	8	1341	15017	189	21	29	30	0	22	91	262	109	643	878	0	0	0	0	44	59	74	75	55	7	0	20735216964339	22955	5516	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000047.spe	94.04	7.72	1	0.018309	-0.002891	0.009686	0.091406	17155.73633	1.16	23	27	30	13	45	9	57	132	462	0	194	26	1514	18481	146	0	27	23	0	190	12	269	224	726	1010	0	0	7	0	55	27	68	19	288	57	0	268573814402273	24657	5915	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000048.spe	96.04	7.70	1	0.018309	-0.002891	0.009686	0.091406	16356.17773	1.46	0	0	7	16	18	15	58	163	461	0	188	20	3141	17560	196	0	20	15	11	131	75	223	216	544	695	0	0	0	0	0	22	42	0	185	59	0	446132465470704	22554	5672	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000049.spe	98.04	7.71	1	0.018309	-0.002891	0.009686	0.091406	14815.55371	1.15	25	12	28	18	24	8	78	100	342	5	143	0	3567	13238	81	0	0	53	0	55	77	188	13	471	641	11	5	0	0	0	0	32	26	31	27	8	515201722374115	21127	5331	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000050.spe	100.04	7.77	1	0.018309	-0.002891	0.009686	0.091406	13556.51758	1.16	6	37	14	23	32	11	69	35	176	0	44	0	1165	7848	94	0	0	28	0	0	51	208	117	478	646	0	0	0	25	17	38	36	63	25	25	0	0	21108	5316	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000051.spe	102.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	12862.35254	1.18	0	0	0	7	10	6	73	24	50	0	36	10	318	4509	33	23	16	16	0	28	12	119	47	483	755	0	0	0	0	12	18	47	33	9	45	0	804289351026939	21289	5266	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000052.spe	104.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	13797.80762	1.26	0	4	9	10	42	9	73	37	154	0	50	26	506	8958	42	13	6	35	0	54	76	203	91	543	678	5	0	14	0	15	45	35	5	67	40	6	0	21435	5408	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000053.spe	106.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	13895.00098	1.24	4	0	12	8	0	0	59	50	161	0	47	8	535	8414	80	0	0	22	28	116	34	144	247	560	875	0	0	17	8	0	0	14	0	31	28	0	0	21737	5509	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000054.spe	108.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	13632.71484	1.08	0	11	0	0	0	0	31	50	166	0	82	0	575	9501	18	0	22	13	40	0	9	164	213	499	645	0	0	0	0	0	0	11	80	0	68	0	614490084931708	21065	5124	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000055.spe	110.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	13995.89746	1.70	0	11	27	0	42	11	83	76	311	6	99	21	769	14300	106	4	0	0	0	48	39	160	116	521	769	7	0	17	5	0	105	19	0	82	27	16	577753112563137	19736	5047	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000056.spe	112.04	7.86	1	0.018309	-0.002891	0.009686	0.091406	14122.68945	1.25	0	0	6	10	17	0	57	83	291	0	127	18	901	13964	59	4	0	0	16	76	135	191	95	531	689	0	0	6	0	0	0	0	0	79	97	0	0	20152	5273	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000057.spe	114.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	16208.88574	1.15	21	10	30	8	28	0	51	126	476	7	188	23	1382	22328	108	0	15	43	106	0	102	364	153	727	737	0	0	0	0	19	13	29	89	93	120	0	51406975519471	21393	5587	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000058.spe	116.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	16430.97461	1.33	0	0	0	0	20	0	53	117	545	0	149	10	1496	25023	69	0	0	20	22	257	89	187	157	518	417	0	0	40	0	0	20	9	0	52	192	0	826408783087494	20920	5252	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000059.spe	118.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	16810.85742	1.24	0	16	22	8	52	21	55	122	509	0	198	19	1383	24076	118	0	0	16	0	161	37	222	89	610	664	9	0	0	0	0	57	13	0	97	136	8	1235153802730101	22121	5617	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000060.spe	120.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	16257.78223	1.23	0	0	0	0	29	0	47	91	448	0	192	32	974	21475	75	0	0	33	0	26	55	308	383	653	744	0	0	0	43	9	16	51	112	51	128	0	0	22595	5755	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000061.spe	122.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	16511.77148	1.28	4	9	28	13	29	0	45	155	546	0	199	21	1190	22689	165	0	0	29	0	26	39	263	160	710	713	0	0	6	31	8	61	15	115	36	121	0	73156287886143	21858	5622	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000062.spe	124.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	17153.23633	1.23	0	0	9	11	37	0	59	171	549	0	204	25	1178	25718	143	0	0	28	0	175	120	248	120	731	679	0	0	14	6	0	43	11	0	127	148	0	1125581497830982	22156	5581	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000063.spe	126.04	7.85	1	0.018309	-0.002891	0.009686	0.091406	16793.45703	1.38	0	0	40	0	50	0	64	168	524	4	199	0	996	23923	177	0	0	44	17	87	131	323	190	691	615	0	0	14	6	20	0	30	29	155	112	0	463954701699974	22054	5492	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000064.spe	128.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	16523.16992	1.32	0	0	6	16	41	7	63	155	496	7	217	35	1334	21395	78	0	0	23	0	44	89	245	117	535	773	0	0	18	0	0	55	89	47	19	129	4	0	22106	5613	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000065.spe	130.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	16851.95117	1.22	0	0	10	0	12	16	64	145	531	6	224	12	1368	22249	208	0	0	57	0	78	62	177	96	574	635	0	0	7	6	35	27	46	37	84	80	5	886962448686788	22417	5746	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000066.spe	132.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	16851.95508	1.25	21	26	34	22	41	20	55	177	494	9	193	63	1696	26285	77	22	8	41	0	45	0	152	195	618	646	0	0	16	0	9	71	79	0	101	185	18	0	21469	5450	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000067.spe	134.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	17204.93555	1.30	0	0	30	14	30	0	49	161	505	0	201	14	1647	25895	155	5	24	0	69	67	59	169	128	603	844	0	0	20	0	0	0	35	68	0	110	0	0	22145	5813	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000068.spe	136.04	7.84	1	0.018309	-0.002891	0.009686	0.091406	17815.50586	1.20	6	0	33	0	27	0	48	146	546	0	195	25	1907	28014	135	0	0	68	10	113	89	160	244	784	740	0	0	28	0	0	0	66	58	47	204	16	0	23004	5652	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000069.spe	138.04	7.86	1	0.018309	-0.002891	0.009686	0.091406	17880.10352	1.30	0	0	43	0	29	0	56	154	620	0	248	26	4547	28814	65	0	30	30	0	130	69	203	197	648	739	0	0	0	0	0	18	56	0	161	143	0	0	22255	5643	
