C:\Data\BAS_sjro\May_2016\LP4A_XRF     10/05/2016  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000010.spe	317.20	7.60	1	0.018356	-0.019330	0.007039	0.108113	19197.00000	1.49	19	69	373	17	4	0	106	1097	1466	1416	65	135	1206	56661	171	171	62	213	0	9	0	580	1529	0	749	0	0	10	87	255	730	104	124	73	85	151	53	0	70	333	15	1279254088951364	14342	4521	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000011.spe	317.40	7.61	1	0.018356	-0.019330	0.007039	0.108113	19468.00000	1.51	58	58	341	0	12	0	129	1083	1427	1548	68	116	1191	58833	96	151	40	305	0	0	0	507	1321	0	631	0	0	0	95	280	751	84	126	0	91	0	68	0	146	361	15	899596162522614	14674	4837	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000012.spe	317.60	7.62	1	0.018356	-0.019330	0.007039	0.108113	19539.00000	1.51	0	66	327	0	0	0	125	1137	1388	1476	101	149	1252	60143	154	156	103	318	0	85	0	561	1421	0	628	0	0	0	105	236	720	47	83	5	85	14	80	51	110	457	0	0	14638	4543	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000013.spe	317.80	7.62	1	0.018359	-0.019330	0.007057	0.108113	19562.00000	1.42	24	62	345	0	0	0	99	1162	1355	1574	81	161	1181	60163	0	198	45	239	0	6	0	582	1373	0	675	0	0	0	109	263	650	30	108	73	111	183	143	164	9	445	14	1662601337703972	14585	4521	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000014.spe	318.00	7.62	1	0.018357	-0.019330	0.007036	0.108113	19698.00000	1.56	17	45	355	0	0	0	111	1184	1358	1475	85	104	1293	61518	114	204	106	311	59	11	0	548	1389	0	626	0	0	0	154	294	671	88	187	156	169	39	102	37	212	419	0	0	14493	4463	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000015.spe	318.20	7.63	1	0.018356	-0.019330	0.006998	0.108113	20242.00000	1.49	26	67	376	14	0	0	120	1219	1353	1513	91	153	1428	65691	194	180	114	355	166	60	0	525	1387	64	753	0	0	0	129	330	752	105	58	30	69	54	127	0	112	452	0	0	14535	4745	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000016.spe	318.40	7.63	1	0.018356	-0.019330	0.006981	0.108113	20541.00000	1.52	42	58	326	0	9	0	130	1249	1230	1574	37	156	1323	67631	225	190	90	372	78	0	66	610	1350	42	742	0	0	0	97	263	767	72	173	0	35	63	85	18	108	434	0	0	14583	4790	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000017.spe	318.60	7.63	1	0.018354	-0.019330	0.007013	0.108113	20793.00000	1.50	0	60	335	15	5	0	125	1354	1216	1441	96	139	1404	68771	292	130	100	288	0	50	0	630	1267	0	660	0	8	0	120	317	677	66	160	58	33	52	98	76	104	381	0	0	15052	4813	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000018.spe	318.80	7.63	1	0.018355	-0.019330	0.006915	0.108113	20870.00000	1.52	28	40	341	21	0	0	110	1427	1207	1341	77	130	1541	69059	243	185	171	322	0	0	34	610	1285	0	728	0	0	12	102	215	637	114	129	6	81	130	0	79	91	404	0	0	14985	4480	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000019.spe	319.00	7.64	1	0.018359	-0.019330	0.006944	0.108113	21213.00000	1.39	0	62	300	0	12	17	152	1386	1208	1469	119	181	1468	71916	338	176	66	242	53	13	0	800	954	0	744	0	7	0	115	259	641	72	101	65	79	75	57	100	177	370	0	982515816492263	14973	4607	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000020.spe	319.20	7.64	1	0.018358	-0.019330	0.006967	0.108113	21364.00000	1.49	10	52	280	0	0	0	110	1401	1220	1477	95	149	1424	71633	374	232	161	344	154	0	0	674	1123	13	542	0	0	0	129	258	773	84	209	6	44	74	6	35	121	375	0	1594142566295422	15268	4503	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000021.spe	319.40	7.64	1	0.018359	-0.019330	0.006993	0.108113	21314.00000	1.59	24	45	278	0	0	0	131	1408	1255	1441	103	177	1488	72112	317	173	38	400	35	16	0	652	1102	6	789	0	0	0	132	275	654	84	148	93	86	124	35	75	195	318	0	0	15334	4782	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000022.spe	319.60	7.64	1	0.018359	-0.019330	0.007019	0.108113	21248.00000	1.59	0	38	292	0	10	0	133	1360	1141	1423	87	191	1408	73286	300	158	97	306	144	42	0	710	1096	0	561	0	0	0	106	286	659	68	124	36	48	64	82	9	112	356	0	985428889168604	15295	4669	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000023.spe	319.80	7.64	1	0.018357	-0.019330	0.007007	0.108113	24193.00000	1.78	20	55	273	14	24	0	120	1299	1169	1283	107	165	1397	100780	605	284	104	370	504	29	68	649	1222	46	631	0	0	0	162	201	619	77	181	90	41	110	95	172	230	622	0	989242218781407	14377	4463	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000024.spe	320.00	7.64	1	0.018360	-0.019330	0.006972	0.108113	23059.00000	1.65	39	81	294	0	0	0	90	1400	1178	1348	115	135	1396	87097	286	171	73	313	304	23	0	767	1151	0	645	0	0	0	99	225	603	69	142	140	87	145	70	52	154	455	0	0	14917	4558	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000025.spe	320.20	7.64	1	0.018361	-0.019330	0.006959	0.108113	21787.00000	1.76	40	71	361	5	0	0	124	1479	1243	1511	96	159	1534	73251	0	190	151	399	220	5	69	712	1263	22	772	0	0	0	126	298	674	48	160	5	14	49	57	77	155	527	4	0	15783	4639	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000026.spe	320.40	7.64	1	0.018357	-0.019330	0.006993	0.108113	22128.00000	1.54	26	45	310	9	0	0	117	1641	1168	1463	69	149	1479	73937	377	158	50	384	161	21	41	685	1127	76	739	0	0	0	105	343	640	58	161	70	38	81	115	49	158	317	6	765413784561966	16248	4785	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000027.spe	320.60	7.64	1	0.018355	-0.019330	0.006936	0.108113	22034.00000	1.47	40	61	309	5	7	4	110	1606	1075	1337	66	165	1522	74016	454	150	127	322	47	76	0	605	888	0	701	0	0	0	131	307	647	54	123	49	0	126	115	39	0	314	0	2524967316714028	16074	4684	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000028.spe	320.80	7.65	1	0.018354	-0.019330	0.006918	0.108113	22079.00000	1.60	14	52	305	8	0	0	95	1568	1030	1212	114	148	1532	73112	268	141	114	284	69	40	61	675	975	0	635	0	0	0	121	279	585	87	146	92	84	56	39	33	246	376	0	1691190486356190	16201	4583	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000029.spe	321.00	7.65	1	0.018354	-0.019330	0.006941	0.108113	22240.00000	1.63	36	71	323	0	0	0	122	1630	1025	1340	10	150	1557	74369	534	156	112	373	60	10	0	790	981	0	642	0	0	0	121	316	611	138	129	138	79	44	46	42	77	341	7	2342031791735321	16280	4659	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000030.spe	321.20	7.65	1	0.018356	-0.019330	0.006986	0.108113	22214.00000	1.62	20	44	307	9	0	0	140	1679	1044	1296	92	116	1542	74687	238	203	94	362	0	24	0	720	956	0	624	0	0	0	128	285	617	115	133	20	58	69	75	75	83	457	0	0	16575	4680	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000031.spe	321.40	7.65	1	0.018359	-0.019330	0.007026	0.108113	22139.00000	1.53	0	42	265	25	0	0	100	1643	1094	1376	94	154	1517	74583	50	171	148	381	181	131	0	733	869	0	467	0	0	0	101	256	674	146	222	53	135	30	194	26	228	457	0	0	16234	4602	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000032.spe	321.60	7.65	1	0.018360	-0.019330	0.007061	0.108113	22099.00000	1.50	45	68	337	0	0	0	121	1624	1055	1290	141	150	1510	74441	161	145	102	294	0	44	37	635	1059	42	535	0	0	0	117	295	637	105	181	66	106	101	105	216	67	447	13	896491434521635	16507	4517	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000033.spe	321.80	7.65	1	0.018358	-0.019330	0.007028	0.108113	21996.00000	1.46	19	72	301	14	5	0	117	1533	1077	1372	115	144	1456	72947	186	133	49	352	0	90	28	699	827	7	686	0	0	0	130	305	665	50	119	36	18	9	128	87	131	434	0	170997391679729	16529	4678	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000034.spe	322.00	7.65	1	0.018357	-0.019330	0.006965	0.108113	21843.00000	1.43	9	48	324	0	0	0	114	1636	1108	1337	103	149	1498	71304	132	142	0	334	0	0	79	632	950	0	582	0	0	0	82	295	598	38	107	49	0	162	82	17	101	411	0	879874959539012	16627	4695	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000035.spe	322.20	7.66	1	0.018356	-0.019330	0.006950	0.108113	22091.00000	1.64	0	59	289	0	0	0	107	1608	1116	1362	84	151	1441	73101	167	152	129	282	69	10	0	724	927	0	690	0	0	0	113	237	659	43	137	44	0	0	0	22	104	456	0	708249440620067	16410	4674	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000036.spe	322.40	7.66	1	0.018360	-0.019330	0.006880	0.108113	21972.00000	1.41	16	36	292	0	7	0	126	1548	1097	1319	95	180	1400	72535	319	112	68	231	0	108	0	767	993	63	619	0	0	0	137	329	609	26	58	66	55	99	0	93	216	348	0	1124162165129169	16773	4684	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000037.spe	322.60	7.66	1	0.018358	-0.019330	0.006880	0.108113	22083.00000	1.55	45	59	260	5	0	0	89	1655	1085	1334	128	133	1398	72293	148	122	114	305	48	32	21	754	1117	36	620	0	0	0	103	214	628	92	187	114	39	77	72	14	231	475	0	0	16706	4790	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000038.spe	322.80	7.66	1	0.018357	-0.019330	0.006846	0.108113	22063.00000	1.53	28	63	300	0	0	0	107	1537	1097	1384	94	169	1376	72448	64	119	102	288	0	73	53	782	1051	0	581	0	0	0	82	307	601	102	92	121	107	117	127	95	38	453	0	837212137458616	16658	4651	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000039.spe	323.00	7.66	1	0.018355	-0.019330	0.006801	0.108113	22121.00000	1.39	25	64	312	0	9	0	123	1571	1076	1381	97	176	1422	72834	291	128	83	287	14	80	55	709	872	0	721	0	0	0	124	278	662	140	176	35	31	36	78	85	21	422	0	0	16739	4537	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000040.spe	323.20	7.66	1	0.018354	-0.019330	0.006784	0.108113	22293.00000	1.55	46	55	307	0	0	0	124	1604	1057	1382	86	121	1540	74705	304	165	159	343	52	32	21	599	775	0	581	0	0	0	109	333	653	197	179	115	38	35	55	14	214	415	0	2161855182012536	16591	4572	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000041.spe	323.40	7.66	1	0.018354	-0.019330	0.006895	0.108113	22072.00000	1.54	9	53	277	9	0	0	124	1580	989	1278	64	184	1440	74753	296	228	130	325	0	44	0	672	922	0	561	0	0	0	139	248	747	136	147	10	66	77	59	90	151	404	0	1723569728589510	16392	4429	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000042.spe	323.60	7.66	1	0.018360	-0.019330	0.006895	0.108113	22071.00000	1.39	19	51	302	0	13	0	102	1614	1097	1282	134	152	1439	74337	72	129	53	197	0	41	0	669	903	0	647	0	0	0	138	264	587	24	89	27	38	93	108	85	90	539	0	0	16262	4437	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000043.spe	323.80	7.66	1	0.018359	-0.019330	0.006914	0.108113	21933.00000	1.52	48	56	283	0	0	0	127	1517	1071	1343	123	157	1465	74722	194	142	124	297	0	0	0	669	938	0	559	0	0	0	93	291	637	106	211	50	50	212	65	142	178	392	0	137357415205351	15760	4476	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000044.spe	324.00	7.66	1	0.018356	-0.019330	0.006940	0.108113	21538.00000	1.42	27	71	311	6	11	6	145	1599	1067	1277	111	205	1455	72258	263	175	64	232	0	0	0	719	813	0	569	0	0	0	162	275	617	64	163	18	69	32	21	65	215	342	7	1722461435509500	15879	4369	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000045.spe	324.20	7.66	1	0.018357	-0.019330	0.006965	0.108113	21136.00000	1.53	12	62	279	0	7	0	125	1452	1097	1335	147	148	1384	70657	325	206	159	291	22	119	40	707	1024	0	602	0	0	0	109	261	703	133	166	0	36	88	73	73	130	334	17	876221477783516	15423	4511	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000046.spe	324.40	7.66	1	0.018360	-0.019330	0.006932	0.108113	20739.00000	1.44	19	51	290	0	18	0	136	1565	1104	1377	167	116	1392	68719	129	170	90	331	37	0	0	657	915	0	580	0	0	0	133	267	730	93	173	10	33	24	19	54	84	446	6	1341399343921213	15449	4426	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000047.spe	324.60	7.66	1	0.018359	-0.019330	0.006890	0.108113	20512.00000	1.48	40	66	289	0	4	0	122	1413	1104	1376	94	149	1287	66936	57	162	84	334	63	0	0	547	1237	0	707	0	0	0	114	291	626	118	126	44	77	0	75	99	110	447	14	0	14856	4403	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000048.spe	324.80	7.66	1	0.018357	-0.019330	0.006854	0.108113	20034.00000	1.40	41	59	273	4	0	0	112	1421	1084	1454	78	141	1181	63462	143	79	106	263	77	100	0	617	1114	0	668	0	0	0	113	239	678	143	151	61	38	0	178	0	114	420	0	293345957602164	14893	4587	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000049.spe	325.00	7.66	1	0.018358	-0.019330	0.006828	0.108113	19822.00000	1.38	42	69	294	0	0	0	129	1305	1274	1571	68	107	1183	60182	97	84	37	190	0	31	0	660	1409	58	624	0	0	0	87	342	676	38	145	60	59	80	55	0	145	300	0	2433375174696534	15286	4703	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000050.spe	325.20	7.66	1	0.018358	-0.019330	0.006814	0.108113	19531.00000	1.38	15	28	346	4	0	0	121	1171	1341	1525	58	142	1043	56756	203	85	77	231	0	25	0	571	1547	70	619	0	0	6	109	264	744	75	193	67	103	60	131	58	33	227	0	0	15161	4805	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000051.spe	325.40	7.66	1	0.018360	-0.019330	0.006805	0.108113	19635.00000	1.55	14	62	326	28	0	0	122	1146	1363	1532	58	123	1028	56106	107	133	90	321	0	149	73	715	1389	0	736	0	0	0	117	318	762	87	119	0	12	119	41	28	168	375	0	2006037246466076	15440	4788	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000052.spe	325.60	7.66	1	0.018360	-0.019330	0.006843	0.108113	19952.00000	1.49	12	46	292	8	0	0	133	1105	1280	1567	47	142	1004	57415	118	106	134	180	0	33	0	735	1478	0	713	0	0	0	55	292	764	79	87	21	112	150	70	115	17	370	0	532157508683186	15985	4855	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000053.spe	325.80	7.66	1	0.018355	-0.019330	0.006893	0.108113	20436.00000	1.34	22	54	326	13	0	0	106	1292	1244	1530	85	75	1048	59591	253	96	95	303	0	37	0	555	1358	0	694	0	0	0	69	236	758	95	207	0	25	107	81	36	40	335	4	2280685407864484	16425	4768	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000054.spe	326.00	7.66	1	0.018358	-0.019330	0.006938	0.108113	21094.00000	1.49	29	56	310	4	0	0	122	1239	1310	1486	69	158	1084	64530	251	106	21	240	11	0	0	727	1267	0	659	0	0	0	83	319	752	102	122	0	56	25	41	32	123	303	0	0	16632	4892	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000055.spe	326.20	7.66	1	0.018359	-0.019330	0.006907	0.108113	21802.00000	1.47	22	45	331	9	10	0	132	1429	1206	1447	119	151	1250	68918	65	116	128	214	0	0	36	742	956	0	625	0	0	0	125	246	715	70	165	107	68	145	130	91	19	430	18	0	17022	4826	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000056.spe	326.40	7.66	1	0.018357	-0.019330	0.006871	0.108113	22298.00000	1.54	26	60	291	5	0	0	130	1485	1114	1381	144	151	1215	72885	79	165	124	261	0	131	0	640	925	0	636	0	0	0	83	282	671	111	149	117	63	196	163	82	33	441	0	1180101230725014	17232	4730	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000057.spe	326.60	7.66	1	0.018357	-0.019330	0.006824	0.108113	22666.00000	1.50	20	53	248	0	0	0	97	1565	1082	1374	88	157	1249	76075	260	149	131	396	75	41	0	596	930	24	584	0	0	0	143	316	693	144	164	59	68	125	83	91	58	431	0	1244237836255321	17126	4534	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000058.spe	326.80	7.66	1	0.018356	-0.019330	0.006854	0.108113	22932.00000	1.57	10	53	273	0	0	0	136	1624	986	1208	105	169	1365	78658	214	170	27	295	80	0	10	531	887	0	655	0	0	0	133	360	602	169	215	107	17	31	0	114	190	445	10	400066395405954	17101	4796	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000059.spe	327.00	7.66	1	0.018355	-0.019330	0.006854	0.108113	22947.00000	1.45	32	56	237	0	5	0	114	1592	976	1253	108	204	1354	79598	123	143	63	249	34	41	59	822	802	0	711	0	0	0	123	341	594	63	121	151	14	5	0	96	337	546	16	2798107481480216	16735	4366	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000060.spe	327.20	7.66	1	0.018354	-0.019330	0.006872	0.108113	22744.00000	1.53	38	57	230	12	11	0	108	1723	1014	1218	123	148	1475	78397	196	191	106	222	77	0	71	771	714	0	594	0	0	0	114	291	617	106	113	92	0	0	85	32	176	422	7	2117369326547662	17247	4563	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000061.spe	327.40	7.67	1	0.018353	-0.019330	0.006893	0.108113	22522.00000	1.77	0	48	251	0	5	0	127	1622	1026	1215	117	175	1440	77662	418	93	80	268	0	0	142	647	853	0	585	0	0	0	134	280	677	66	131	53	0	96	55	0	126	384	0	0	16622	4562	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000062.spe	327.60	7.67	1	0.018359	-0.019330	0.006978	0.108113	22344.00000	1.58	26	44	231	6	5	0	115	1571	962	1382	109	151	1366	76555	119	50	153	256	5	6	18	728	917	0	636	0	0	0	85	237	662	115	201	24	36	58	7	0	109	448	0	0	16606	4686	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000063.spe	327.80	7.67	1	0.018360	-0.019330	0.007017	0.108113	22136.00000	1.54	15	63	269	0	0	0	94	1481	1051	1383	124	132	1338	74591	286	99	137	255	0	47	6	507	1043	26	563	0	0	0	96	251	602	99	152	44	51	43	143	13	50	320	0	835291859631666	16486	4623	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000064.spe	328.00	7.67	1	0.018361	-0.019330	0.006999	0.108113	22120.00000	1.65	0	49	276	0	0	11	126	1567	1047	1370	117	217	1304	74281	152	122	91	305	0	0	0	781	929	0	672	0	0	7	88	293	635	119	156	25	39	78	0	63	222	484	0	1776970722203290	16587	4444	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000065.spe	328.20	7.67	1	0.018362	-0.019330	0.006953	0.108113	22221.00000	1.64	0	51	289	0	0	0	133	1481	1145	1411	128	152	1301	75025	0	154	35	279	48	0	35	748	904	0	558	0	0	0	67	317	616	110	166	90	76	120	157	0	96	529	7	1582234825026552	16471	4479	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000066.spe	328.40	7.67	1	0.018362	-0.019330	0.006991	0.108113	22206.00000	1.65	6	64	286	0	0	0	132	1479	1119	1373	61	173	1309	75728	44	151	63	231	0	0	31	749	833	0	520	0	0	0	105	284	584	112	182	102	56	29	55	77	149	469	0	735478225702642	16289	4648	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000067.spe	328.60	7.67	1	0.018357	-0.019330	0.006991	0.108113	22166.00000	1.54	26	38	294	0	0	0	128	1583	1153	1369	131	150	1289	75648	53	157	92	229	11	0	0	811	981	0	638	0	0	0	107	249	543	85	151	163	109	70	79	29	148	482	0	0	16669	4588	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000068.spe	328.80	7.67	1	0.018356	-0.019330	0.006941	0.108113	22028.00000	1.44	26	54	261	0	0	0	134	1589	1106	1356	148	140	1240	74525	134	167	158	225	0	0	90	619	971	0	642	0	0	0	90	198	628	145	225	113	0	38	0	15	195	479	0	1038312897623583	16249	4716	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000069.spe	329.00	7.67	1	0.018357	-0.019330	0.006877	0.108113	22002.00000	1.39	28	64	349	0	9	0	109	1527	1161	1420	93	146	1273	74076	113	98	65	232	0	35	18	665	1058	0	670	0	0	9	77	272	604	105	183	90	0	118	79	146	148	415	0	656457629757507	16236	4504	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000070.spe	329.20	7.67	1	0.018356	-0.019330	0.006855	0.108113	22239.00000	1.49	5	39	298	0	12	0	130	1607	1200	1391	90	174	1387	76819	226	152	103	329	0	0	13	743	852	0	673	0	0	0	158	277	646	108	275	69	66	96	6	17	221	473	6	0	16126	4453	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000071.spe	329.40	7.67	1	0.018354	-0.019330	0.006895	0.108113	22178.00000	1.45	18	37	236	0	0	0	136	1603	1097	1401	80	177	1337	77718	224	158	118	266	0	30	0	667	939	0	515	0	0	0	125	245	657	78	193	86	103	207	124	151	139	489	0	0	15596	4396	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000072.spe	329.60	7.67	1	0.018357	-0.019330	0.006934	0.108113	22012.00000	1.48	39	65	294	9	14	0	98	1601	1155	1421	106	197	1301	76646	284	134	153	389	0	10	58	718	927	0	565	0	0	0	135	261	649	149	184	133	51	207	259	26	70	371	0	0	15758	4407	
C:\Data\BAS_sjro\May_2016\LP4A_XRF\XRF data\L000073.spe	329.80	7.67	1	0.018356	-0.019330	0.006947	0.108113	21624.00000	1.60	38	74	312	0	8	0	133	1565	1190	1495	70	166	1282	74032	192	161	111	274	0	0	0	813	987	32	783	0	0	0	122	272	632	65	207	59	41	155	134	45	102	480	0	0	15482	4612	
