N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000016.spe	32.04	8.00	1	0.018308	-0.001896	0.009551	0.090590	15190.73828	1.35	34	12	46	9	22	6	41	264	533	0	264	5	5079	21945	149	7	0	94	14	146	110	204	326	791	657	0	0	6	0	43	22	23	67	0	90	17	1133812920972735	18330	5212	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000017.spe	34.04	8.00	1	0.018308	-0.001896	0.009551	0.090590	15725.41113	1.30	6	12	53	14	53	0	43	311	583	0	280	18	7479	24250	51	0	0	98	4	123	68	108	229	753	773	0	0	24	0	0	0	10	0	47	174	16	594620392787660	17815	5181	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000018.spe	36.04	8.00	1	0.018308	-0.001896	0.009551	0.090590	16231.28320	1.31	32	40	59	18	44	0	61	255	608	0	294	16	6658	25321	154	22	26	120	31	137	58	178	309	965	670	0	0	10	0	28	0	24	11	109	125	5	0	18855	5507	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000019.spe	38.04	8.00	1	0.018308	-0.001896	0.009551	0.090590	16698.96289	1.10	0	0	56	11	34	0	63	347	610	0	323	15	5261	25424	41	0	0	62	0	123	134	209	387	977	843	0	0	27	0	0	13	20	7	162	200	0	0	19835	5743	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000020.spe	40.04	7.98	1	0.018308	-0.001896	0.009551	0.090590	16119.88867	1.47	0	22	47	23	32	0	44	229	518	0	216	41	4754	21885	169	0	0	43	0	29	85	194	307	798	773	0	0	38	0	25	81	58	87	70	58	6	50088350614236	20299	5469	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000021.spe	42.04	7.96	1	0.018308	-0.001896	0.009551	0.090590	16906.15234	1.28	35	23	41	11	48	0	70	182	478	0	244	22	12051	20507	81	0	0	42	95	26	145	153	303	947	614	0	0	0	23	0	0	21	78	213	88	11	682615112293693	20102	5344	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000022.spe	44.04	7.97	1	0.018308	-0.001896	0.009551	0.090590	16937.14844	1.35	12	32	32	14	64	17	55	201	574	0	261	12	7179	20953	91	0	0	59	0	47	34	156	145	766	672	0	0	8	19	0	0	46	63	119	133	7	0	21704	5594	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000023.spe	46.04	7.97	1	0.018308	-0.001896	0.009551	0.090590	18247.58594	1.80	0	0	24	0	55	7	63	282	599	0	279	30	5517	24900	0	0	0	83	10	38	55	277	332	928	821	9	0	40	0	0	19	74	95	83	160	7	0	22953	6051	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000024.spe	48.04	7.99	1	0.018308	-0.001896	0.009551	0.090590	17557.31836	1.24	18	9	14	7	32	0	32	242	514	0	285	27	3362	22482	44	0	47	44	119	125	40	305	369	904	670	0	0	15	0	20	7	69	102	126	164	16	696242853775946	22691	5827	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000025.spe	50.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	16672.96289	1.16	9	20	32	0	22	0	42	212	435	0	266	24	3232	19518	0	0	0	20	9	117	103	316	260	807	808	0	0	0	0	30	21	29	102	81	195	0	2115207425583492	22270	5776	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000026.spe	52.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	16244.48535	1.28	0	14	32	5	27	0	43	174	405	0	246	24	2027	18785	158	10	0	48	0	106	87	256	279	823	721	0	0	5	6	11	0	0	78	33	94	0	0	21943	5548	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000027.spe	54.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	15885.10059	1.28	16	0	36	16	24	0	21	227	435	0	241	16	1398	17686	148	0	0	94	8	104	97	202	247	717	707	0	0	10	14	0	23	28	28	70	94	0	279448784420855	21915	5659	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000028.spe	56.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	17653.61133	1.29	34	20	57	17	25	4	17	247	498	0	315	20	1483	23775	135	0	52	72	6	60	152	305	253	1028	683	0	0	10	5	11	0	5	142	21	170	0	1052206495898259	22875	6100	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000029.spe	58.04	7.95	1	0.018308	-0.001896	0.009551	0.090590	17162.13867	1.27	28	4	62	19	32	0	29	284	500	0	329	36	1392	20812	13	0	0	130	0	195	95	257	370	911	952	0	0	21	19	23	41	26	0	113	161	21	523294665248484	22916	6000	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000030.spe	60.04	7.97	1	0.018308	-0.001896	0.009551	0.090590	17289.23047	1.24	0	0	34	0	36	0	26	272	529	0	368	32	1559	23461	183	13	7	89	52	133	50	229	347	1091	856	0	0	0	0	0	0	7	71	130	113	25	404647814845621	22432	5885	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000031.spe	62.04	7.93	1	0.018308	-0.001896	0.009551	0.090590	16924.85156	1.31	22	11	54	27	59	7	39	324	527	0	373	45	855	23855	155	26	0	117	0	197	0	252	316	1018	762	0	0	27	0	0	18	76	72	94	91	0	1659023114527364	21656	5742	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000032.spe	64.04	7.93	1	0.018308	-0.001896	0.009551	0.090590	17004.54688	1.09	21	33	59	33	31	4	18	376	509	0	378	29	1368	25346	188	13	0	173	41	72	142	135	404	1096	775	0	0	30	0	0	0	15	77	9	138	0	0	21170	6057	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000033.spe	66.04	7.93	1	0.018308	-0.001896	0.009551	0.090590	17049.84180	1.19	12	4	80	4	26	0	50	405	575	0	414	52	1372	25535	84	21	12	117	42	0	111	95	420	1132	771	0	0	45	0	12	0	31	178	0	163	8	3282507210061	20845	5970	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000034.spe	68.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	14615.16699	1.25	0	0	57	0	31	13	61	317	443	0	286	26	776	20470	110	0	0	110	66	50	76	192	403	1021	667	0	0	57	33	16	0	0	63	97	163	18	0	17960	5336	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000035.spe	70.04	7.93	1	0.018308	-0.001896	0.009551	0.090590	15690.30957	1.38	0	7	52	12	18	11	23	359	618	0	403	19	1293	23793	76	0	0	135	49	147	106	192	406	995	769	0	0	11	23	0	0	0	0	167	156	5	338632025502453	18984	5834	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000036.spe	72.04	7.95	1	0.018308	-0.001896	0.009551	0.090590	16522.86914	1.25	0	12	76	18	30	14	79	427	532	6	456	36	1694	27205	86	7	28	128	71	69	69	116	430	1186	815	0	0	33	0	16	0	12	16	9	133	0	397003017349435	19663	5777	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000037.spe	74.04	7.96	1	0.018308	-0.001896	0.009551	0.090590	15212.63477	1.23	30	29	65	5	25	0	44	393	515	0	379	27	1555	22482	77	27	12	88	5	15	66	165	454	1118	829	0	0	13	0	17	27	13	55	135	145	15	1282327200661140	18693	5527	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000038.spe	76.04	7.93	1	0.018308	-0.001896	0.009551	0.090590	15424.52637	1.23	8	12	66	9	15	0	49	326	454	0	350	40	1933	22770	9	0	0	86	64	22	75	97	421	1196	898	0	4	13	22	0	0	15	65	68	186	0	460440101480652	18535	5652	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000039.spe	78.04	7.91	1	0.018308	-0.001896	0.009551	0.090590	16129.98828	1.27	38	32	75	14	16	13	28	355	523	0	396	26	1548	23994	133	0	0	113	0	158	0	154	418	1126	857	10	0	15	0	20	40	28	52	128	140	4	0	19757	5872	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000040.spe	80.04	7.91	1	0.018308	-0.001896	0.009551	0.090590	15136.94141	1.37	5	24	66	8	26	30	70	341	512	0	354	41	1251	21632	158	0	0	142	0	0	93	168	414	1034	761	0	0	24	18	34	42	14	143	30	69	20	0	19215	5407	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000041.spe	82.04	7.91	1	0.018308	-0.001896	0.009551	0.090590	16396.57813	1.31	17	0	63	12	28	0	38	371	496	0	422	43	1372	26433	138	24	39	129	38	128	139	136	334	1116	857	0	0	21	0	13	18	15	0	165	128	0	862218750533053	19614	5688	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000042.spe	84.04	7.91	1	0.018308	-0.001896	0.009551	0.090590	16108.28906	1.28	0	11	66	18	31	0	58	359	462	0	413	35	1017	24997	78	7	0	107	65	61	45	111	401	1177	767	0	0	9	0	0	0	39	55	60	179	0	271987659058130	19906	5787	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000043.spe	86.04	7.92	1	0.018308	-0.001896	0.009551	0.090590	16612.16406	1.24	7	6	51	5	55	0	15	338	1167	0	390	26	1511	24121	243	17	29	87	55	175	39	170	379	1062	830	0	0	46	0	40	0	66	0	130	67	0	0	20819	5868	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000044.spe	88.04	7.92	1	0.018308	-0.001896	0.009551	0.090590	14968.54785	1.37	0	0	0	0	32	0	34	240	648	0	273	12	1197	17760	134	0	0	74	8	81	91	165	298	1044	785	0	0	27	0	17	23	77	0	31	48	0	0	19792	5660	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000045.spe	90.04	7.90	1	0.018308	-0.001896	0.009551	0.090590	15617.81738	1.17	16	0	37	0	24	0	44	271	413	9	306	21	1468	19208	67	29	0	129	0	104	80	113	375	1086	870	0	0	0	15	0	0	9	46	35	147	10	0	20680	5881	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000046.spe	92.04	7.88	1	0.018308	-0.001896	0.009551	0.090590	15967.19922	1.24	18	27	62	14	29	17	52	295	389	0	310	13	1535	19205	82	0	11	136	74	7	90	96	485	1078	841	0	0	0	0	0	14	20	67	69	123	7	288736590509969	21106	5979	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000047.spe	94.04	7.87	1	0.018308	-0.001896	0.009551	0.090590	16475.57422	1.31	0	0	39	0	38	7	30	309	578	0	400	18	2111	21756	59	0	0	111	18	0	38	157	412	1214	820	0	0	0	4	69	0	24	118	146	176	4	851758918158016	20772	5797	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000048.spe	96.04	7.84	1	0.018308	-0.001896	0.009551	0.090590	16199.28711	1.39	10	12	63	0	35	16	26	331	546	0	378	25	1981	21299	106	0	9	64	39	61	93	176	388	1113	888	0	0	44	0	0	0	28	79	28	133	7	366893257725723	20718	5898	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000049.spe	98.04	7.83	1	0.018308	-0.001896	0.009551	0.090590	17405.12695	1.43	25	28	62	18	28	5	37	297	472	0	356	44	2634	22323	132	0	5	77	64	70	54	108	321	1067	759	0	0	11	0	10	0	0	99	96	111	14	457027410793338	22835	6463	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000050.spe	100.04	7.84	1	0.018308	-0.001896	0.009551	0.090590	18822.65234	1.28	0	6	56	0	26	0	49	381	583	0	401	13	3047	26713	152	11	0	51	0	43	63	109	410	860	906	0	0	6	13	0	7	35	113	0	104	15	0	23505	6387	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000051.spe	102.04	7.84	1	0.018308	-0.001896	0.009551	0.090590	18267.48242	1.16	0	8	66	6	51	4	55	294	454	0	365	42	2837	22295	139	11	31	93	13	117	114	268	328	997	829	0	0	10	0	0	0	30	62	77	121	0	0	24180	6562	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000052.spe	104.04	7.80	1	0.018308	-0.001896	0.009551	0.090590	18276.27930	1.28	9	13	57	25	48	0	31	302	557	0	293	6	2742	23491	18	23	30	92	0	128	54	175	335	987	1079	0	0	20	0	0	0	63	50	76	197	0	0	24164	6309	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000053.spe	106.04	7.77	1	0.018308	-0.001896	0.009551	0.090590	17873.10352	1.18	0	0	42	0	31	0	30	248	418	0	285	17	3220	21560	95	0	0	95	41	55	110	281	294	997	768	4	0	11	0	0	12	0	114	127	116	7	20935857408311	23831	6303	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000054.spe	108.04	7.74	1	0.018308	-0.001896	0.009551	0.090590	16945.94922	1.34	0	0	19	0	36	0	67	277	502	0	297	5	2847	21623	113	5	17	76	85	113	33	206	313	1111	858	0	0	13	0	0	0	49	61	91	88	0	0	22147	5784	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000055.spe	110.04	7.74	1	0.018308	-0.001896	0.009551	0.090590	13810.20605	1.14	0	6	25	0	42	0	64	161	291	0	172	15	3084	14336	72	0	0	58	14	0	66	108	266	902	618	0	0	18	0	0	0	0	52	28	88	0	751241494609750	17938	5298	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000056.spe	112.04	7.80	1	0.018308	-0.001896	0.009551	0.090590	11456.92480	1.19	0	0	6	0	14	0	53	75	132	0	109	5	1753	7593	48	0	0	35	0	111	32	73	339	832	518	0	0	6	0	0	0	0	0	91	74	0	341291439096241	16305	4797	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000057.spe	114.04	7.82	1	0.018308	-0.001896	0.009551	0.090590	9752.51172	1.19	0	0	0	0	9	0	53	16	65	0	24	11	1364	3509	5	0	0	12	0	48	75	88	141	909	586	0	0	0	26	0	0	0	0	0	34	8	0	14571	4488	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000058.spe	116.04	7.84	1	0.018308	-0.001896	0.009551	0.090590	9728.00977	1.22	0	20	16	9	16	4	82	18	41	11	16	7	714	3035	48	0	0	45	11	130	112	92	182	893	591	0	0	5	0	11	0	0	0	38	0	9	0	14733	4654	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000059.spe	118.04	7.84	1	0.018308	-0.001896	0.009551	0.090590	10802.85840	1.15	0	0	0	0	26	0	70	54	89	0	83	0	723	6624	43	7	37	21	0	100	22	44	241	924	640	6	4	15	0	14	45	65	13	120	38	0	0	15694	4681	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000060.spe	120.04	7.85	1	0.018308	-0.001896	0.009551	0.090590	11340.43066	1.52	0	0	4	9	25	0	68	95	147	0	92	18	860	8667	24	0	18	36	0	163	47	90	231	1102	635	0	0	16	0	0	18	5	0	39	47	0	476796015734322	16156	4606	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000061.spe	122.04	7.85	1	0.018308	-0.001896	0.009551	0.090590	13091.44336	1.18	0	0	20	0	40	0	71	218	527	0	231	6	703	15221	71	15	0	76	0	0	90	112	244	1133	613	0	0	13	15	0	0	21	80	0	110	0	865643117895524	17403	5103	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000062.spe	124.04	7.85	1	0.018308	-0.001896	0.009551	0.090590	13684.41406	1.27	17	7	38	20	59	6	35	278	689	0	256	16	976	19053	58	0	40	51	0	112	26	144	311	1117	670	0	0	14	0	10	0	50	102	53	136	0	771455410796060	17099	4932	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000063.spe	126.04	7.87	1	0.018308	-0.001896	0.009551	0.090590	15583.21680	1.22	12	0	68	16	75	6	56	453	948	0	345	30	1105	27924	125	0	53	121	0	108	127	189	362	1043	759	9	0	35	0	7	94	58	108	38	129	0	0	18053	5471	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000064.spe	128.04	7.90	1	0.018308	-0.001896	0.009551	0.090590	14160.48926	1.29	7	0	36	17	63	6	81	382	559	9	287	37	796	22618	202	18	22	100	81	112	16	106	444	941	838	12	0	32	0	20	0	65	44	87	64	0	0	16857	5223	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000065.spe	130.04	7.94	1	0.018308	-0.001896	0.009551	0.090590	13328.83105	1.12	12	12	31	0	63	0	69	236	465	0	216	19	657	18222	195	0	22	65	17	113	51	86	355	904	683	0	0	4	16	16	31	40	26	34	34	0	302584406742002	16834	5041	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000066.spe	132.04	7.95	1	0.018308	-0.001896	0.009551	0.090590	12551.86914	1.13	14	18	45	0	52	6	60	273	292	0	207	29	694	19173	53	16	0	72	0	0	0	90	280	614	638	0	0	32	37	29	54	12	114	53	109	0	0	15368	4594	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000067.spe	134.04	7.96	1	0.018308	-0.001896	0.009551	0.090590	13449.72461	1.23	18	11	56	0	71	14	39	358	423	0	215	34	812	23106	73	0	22	64	0	88	64	59	406	799	617	0	0	48	0	0	0	38	0	106	158	0	0	15786	4879	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000068.spe	136.04	7.96	1	0.018308	-0.001896	0.009551	0.090590	14980.04883	1.25	35	21	88	0	103	0	46	435	1295	0	325	28	1048	27414	196	39	9	111	0	15	170	225	449	926	624	0	0	22	30	36	92	64	77	102	74	0	0	16980	5238	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1F\XRF data\L000069.spe	138.04	7.96	1	0.018308	-0.001896	0.009551	0.090590	15550.31934	1.23	18	8	63	0	135	0	52	429	1406	0	366	11	1019	28659	116	0	13	101	16	123	93	148	555	985	788	0	0	23	0	39	8	46	48	170	163	0	297143315128716	17542	5346	
