N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000020.spe	40.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	21043.74023	1.18	0	0	18	13	32	0	51	43	223	0	49	16	299	6924	46	0	0	0	5	0	135	288	0	289	923	0	0	12	40	5	0	0	16	86	106	13	0	35724	7009	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000021.spe	42.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	20176.08594	1.32	0	0	0	0	35	0	65	19	78	0	42	16	177	3382	52	0	38	0	0	0	56	230	104	244	1024	0	0	0	0	0	13	46	61	0	21	0	410710976061726	36125	7282	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000022.spe	44.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	22850.34961	1.23	10	0	19	19	25	10	38	61	189	0	50	38	408	7320	96	0	0	0	0	0	103	282	0	314	839	0	0	0	0	20	0	0	60	27	48	5	0	37569	7343	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000023.spe	46.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	21906.49805	1.23	10	7	12	18	45	0	44	39	127	0	89	30	346	6121	49	0	0	0	0	0	126	312	0	165	896	0	0	0	0	57	35	59	163	0	49	0	0	36846	7174	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000024.spe	48.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	22298.58203	1.17	13	12	26	24	36	13	43	32	161	10	73	33	303	5689	146	7	0	0	0	51	243	197	92	158	968	0	0	0	39	18	38	0	73	0	21	6	2788008438623662	37713	7423	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000025.spe	50.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	22812.15430	1.41	30	0	9	0	16	0	37	36	165	0	26	0	314	5188	38	0	0	0	0	101	209	113	199	259	1076	0	0	10	74	0	38	0	0	69	35	10	907990241410859	38745	7797	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000026.spe	52.04	7.61	1	0.018313	-0.002837	0.009936	0.090027	23749.80859	1.46	23	12	22	19	13	12	61	36	188	0	64	19	389	6190	84	0	16	0	0	53	172	385	90	158	1031	0	0	0	16	46	39	6	56	69	8	0	870003281746801	40359	7404	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000027.spe	54.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	23882.59961	1.25	0	0	0	10	30	0	35	65	207	0	72	16	439	7456	75	0	0	0	53	78	210	207	0	198	1001	0	0	0	50	0	0	0	59	0	39	5	1216760215272660	39770	7940	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000028.spe	56.04	7.56	1	0.018313	-0.002837	0.009936	0.090027	21709.70898	1.37	0	0	22	27	42	0	50	29	142	8	50	20	341	6098	89	0	0	0	12	0	157	347	7	163	1014	5	0	5	19	46	12	76	126	0	60	0	0	36196	6916	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000029.spe	58.04	7.49	1	0.018313	-0.002837	0.009936	0.090027	20896.55078	1.26	11	0	0	9	31	16	29	32	138	0	36	0	317	5033	31	0	4	0	47	0	89	236	0	314	972	0	0	0	0	30	0	82	82	189	59	7	0	35505	6899	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000030.spe	60.04	7.46	1	0.018313	-0.002837	0.009936	0.090027	22115.08984	1.32	11	0	0	7	29	0	25	34	144	0	94	0	361	5845	19	0	0	0	40	0	58	206	0	222	904	0	0	0	0	0	0	68	100	0	97	15	0	37577	7280	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000031.spe	62.04	7.52	1	0.018313	-0.002837	0.009936	0.090027	21782.20508	1.29	4	13	14	9	29	22	57	34	137	0	49	8	315	5713	31	0	9	0	0	32	73	264	60	425	934	0	0	0	0	11	14	49	90	62	61	15	399284896623537	37398	7307	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000032.spe	64.04	7.56	1	0.018313	-0.002837	0.009936	0.090027	19703.31250	1.47	0	0	5	0	38	0	51	14	75	10	15	14	214	3713	53	0	0	0	0	176	65	137	0	228	953	5	0	8	0	14	25	49	0	63	38	0	0	33790	6755	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000033.spe	66.04	7.58	1	0.018313	-0.002837	0.009936	0.090027	19709.71094	1.32	0	0	15	10	47	0	67	36	115	0	30	30	288	6437	64	0	0	0	0	0	85	173	102	256	1006	6	0	10	56	0	42	10	70	60	39	0	0	32818	6472	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000034.spe	68.04	7.58	1	0.018313	-0.002837	0.009936	0.090027	21795.40625	1.37	0	16	0	0	31	0	40	9	166	0	45	27	297	6295	51	0	58	0	0	118	53	197	0	298	956	0	0	0	0	62	11	0	0	153	77	0	0	36382	7344	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000035.spe	70.04	7.58	1	0.018313	-0.002837	0.009936	0.090027	23055.84375	1.49	0	0	15	14	31	12	41	43	125	0	29	0	350	6656	103	0	0	0	19	90	140	259	35	127	935	0	0	0	0	0	0	39	63	36	81	0	0	38048	7581	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000036.spe	72.04	7.58	1	0.018313	-0.002837	0.009936	0.090027	24223.38477	1.27	0	0	23	11	42	0	32	39	167	0	42	13	353	7944	28	0	0	0	0	0	101	250	103	136	900	0	0	0	0	0	0	79	166	0	79	0	1091207768177472	39742	8116	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000037.spe	74.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	24424.34766	1.55	0	0	6	10	43	5	48	63	200	17	89	24	428	8252	30	0	0	0	0	86	200	214	115	141	1159	0	0	0	54	0	26	12	0	156	84	5	330150272562408	40693	7877	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000038.spe	76.04	7.61	1	0.018313	-0.002837	0.009936	0.090027	22682.26172	1.46	0	0	10	17	38	11	40	61	203	0	66	39	397	8207	111	0	0	0	0	100	255	402	34	156	894	0	0	0	23	0	67	114	0	84	62	0	40600370217648	37313	7158	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000039.spe	78.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	20817.55664	1.63	0	0	13	7	36	0	49	56	184	0	82	28	388	6667	58	0	0	0	0	0	275	335	49	165	815	0	0	0	33	0	8	0	47	69	5	28	567652219492868	34687	6567	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000040.spe	80.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	22475.07031	1.55	0	0	5	0	56	9	17	39	179	7	56	18	447	7652	25	0	0	0	0	125	108	240	36	388	868	0	0	0	0	0	0	24	0	224	98	15	605870796661331	36538	7499	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000041.spe	82.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	24226.78516	1.45	0	13	27	0	34	13	26	53	193	0	66	26	415	7321	128	0	0	0	0	173	196	151	51	252	1089	0	0	0	28	26	0	0	0	120	31	8	0	40495	7781	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000042.spe	84.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	24129.08984	1.19	0	0	7	13	39	0	35	46	196	0	35	20	379	7276	69	7	0	0	0	113	126	360	106	284	1019	0	0	5	30	0	60	7	0	109	54	0	0	39942	7953	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000043.spe	86.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	23362.62891	2.29	0	0	0	9	44	12	77	60	161	22	54	38	403	7008	41	0	22	0	0	132	134	310	11	207	890	12	0	22	0	0	21	70	0	156	112	0	0	39284	7825	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000044.spe	88.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	22511.97070	1.52	0	0	0	0	31	0	21	46	186	0	77	13	414	6895	45	0	0	0	0	44	140	336	169	314	917	0	0	0	0	28	33	81	86	105	36	0	0	37819	7306	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000045.spe	90.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	20948.14648	1.43	0	0	16	10	39	12	43	21	167	0	55	36	412	6336	94	0	0	0	0	0	64	271	0	96	917	0	0	0	0	22	19	51	102	79	46	13	261030769799998	34121	6702	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000046.spe	92.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	22017.59570	1.47	0	0	22	0	34	19	50	36	178	0	75	9	426	6633	55	0	0	0	0	131	204	332	183	271	1056	0	0	0	58	0	0	0	55	148	76	0	189268739901780	36242	7162	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000047.spe	94.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	22533.06836	1.18	37	29	42	28	59	0	41	25	149	0	44	17	373	5828	59	0	0	0	20	44	18	299	7	199	1076	0	0	0	0	0	0	66	55	154	100	0	305468038030878	37588	7426	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000048.spe	96.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	23588.41406	1.47	0	0	21	0	12	0	29	37	170	0	75	0	423	6372	10	0	13	0	0	0	148	369	50	287	987	0	0	0	0	0	0	0	61	73	128	13	0	40009	7579	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000049.spe	98.04	7.62	1	0.018313	-0.002837	0.009936	0.090027	22495.57031	1.24	28	0	18	15	34	0	34	30	146	0	50	7	337	4569	33	0	0	0	30	235	149	171	71	326	980	0	0	0	0	0	0	21	0	10	33	0	0	38734	7250	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000050.spe	100.04	7.62	1	0.018313	-0.002837	0.009936	0.090027	23241.53320	1.50	0	7	15	32	59	0	50	51	210	11	94	0	494	6083	38	0	12	0	0	124	144	210	147	214	1103	0	0	0	0	0	0	59	0	75	92	14	0	39230	7719	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000051.spe	102.04	7.63	1	0.018313	-0.002837	0.009936	0.090027	23170.63867	1.43	0	8	24	0	38	9	45	58	169	0	40	26	426	5285	58	15	0	0	0	0	224	208	82	333	929	0	0	7	43	28	10	0	184	102	57	12	0	38860	7362	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000052.spe	104.04	7.62	1	0.018313	-0.002837	0.009936	0.090027	23543.71484	1.28	16	12	23	0	45	7	11	28	198	0	46	20	440	6333	77	0	0	0	0	173	0	261	42	181	1029	0	0	0	0	0	43	86	0	110	31	0	1404764365038438	39075	7557	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000053.spe	106.04	7.63	1	0.018313	-0.002837	0.009936	0.090027	24074.88867	1.45	14	0	14	0	41	0	26	42	185	10	48	14	386	7359	128	0	0	9	0	58	145	372	85	244	982	0	0	0	53	0	0	18	90	97	13	30	0	40175	7810	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000054.spe	108.04	7.64	1	0.018313	-0.002837	0.009936	0.090027	24322.97266	1.39	0	0	6	10	27	0	43	43	234	0	71	8	474	9672	34	0	0	0	0	0	193	170	65	244	859	0	0	12	54	0	0	0	73	0	103	10	629839092532789	40293	7944	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000055.spe	110.04	7.64	1	0.018313	-0.002837	0.009936	0.090027	22835.45313	1.29	0	0	21	0	23	0	54	27	144	5	55	28	264	4995	84	0	0	0	17	63	97	244	176	202	1204	0	0	0	0	0	0	19	0	76	17	10	568393119360672	39762	7946	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000056.spe	112.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	26397.13477	1.33	18	0	10	0	20	0	28	46	200	0	57	18	443	8340	41	0	0	0	31	7	154	264	171	281	1120	0	6	0	8	35	0	0	74	107	61	37	0	44951	8464	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000057.spe	114.04	7.58	1	0.018313	-0.002837	0.009936	0.090027	21637.91211	1.22	6	27	11	0	26	8	37	0	122	0	33	0	287	5406	61	0	0	15	0	75	153	312	31	313	1101	8	0	0	0	0	8	32	15	84	40	26	0	37444	7152	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000058.spe	116.10	7.39	1	0.018313	-0.002837	0.009936	0.090027	19843.50195	1.33	5	0	0	11	53	0	32	35	127	0	54	13	251	6158	75	0	0	0	0	0	80	281	17	303	925	7	0	0	0	0	7	58	54	101	25	14	0	33065	6765	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000059.spe	118.04	7.38	1	0.018313	-0.002837	0.009936	0.090027	20630.66406	1.29	0	0	0	4	40	0	36	31	126	7	35	0	262	5805	40	0	6	0	0	0	33	224	78	329	1150	0	0	0	0	0	25	20	40	110	61	0	0	35972	6909	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000060.spe	120.04	7.46	1	0.018313	-0.002837	0.009936	0.090027	21030.54297	1.50	0	0	0	0	36	0	25	35	108	0	32	0	248	5454	49	0	26	0	0	0	129	343	0	187	764	0	5	8	0	0	35	20	103	53	55	13	510009741190429	35682	6941	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000061.spe	122.04	7.53	1	0.018313	-0.002837	0.009936	0.090027	19575.81445	1.46	0	0	15	12	33	10	39	41	143	0	45	0	260	4900	25	22	0	7	0	161	148	175	0	40	900	0	0	5	0	19	0	46	0	28	53	9	258817558400797	33799	6648	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000062.spe	124.04	7.59	1	0.018313	-0.002837	0.009936	0.090027	15719.50977	1.43	18	0	14	29	21	11	64	4	43	0	0	15	88	1259	33	0	18	21	19	0	0	61	0	93	869	0	0	16	20	0	6	21	60	10	0	0	550911309849741	28398	5842	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000063.spe	126.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	15366.52832	1.26	0	5	14	20	30	0	63	0	5	0	12	15	17	457	0	0	0	0	19	112	0	0	0	54	951	0	0	0	17	7	0	0	0	0	27	0	102729107707914	28014	5770	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000064.spe	128.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	16711.46289	1.20	0	17	17	0	25	5	60	0	7	11	0	22	31	492	5	16	0	0	0	98	42	36	43	139	967	0	0	7	0	13	0	12	0	99	6	24	0	30653	6308	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000065.spe	130.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	21520.51758	1.42	14	24	11	25	60	11	47	18	152	0	63	10	374	5942	40	0	0	0	20	65	50	256	69	222	830	12	0	0	6	0	0	0	89	35	65	10	0	35740	6982	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000066.spe	132.04	7.60	1	0.018313	-0.002837	0.009936	0.090027	22537.36523	1.42	0	0	8	21	55	9	41	39	172	0	97	11	355	7651	74	0	0	7	0	0	151	306	45	394	1077	25	0	0	11	0	27	20	152	125	55	0	662576400239906	37831	7353	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000067.spe	134.04	7.61	1	0.018313	-0.002837	0.009936	0.090027	22097.68945	1.54	0	0	0	0	39	0	38	39	153	0	47	0	351	6702	20	0	0	0	0	26	171	172	162	210	847	0	0	11	14	24	46	0	32	136	70	0	1262617107722386	37055	7316	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000068.spe	136.04	7.63	1	0.018313	-0.002837	0.009936	0.090027	21276.53320	1.74	0	0	14	0	12	10	40	37	167	0	51	16	375	7441	100	0	0	0	21	19	142	211	0	361	1047	0	0	6	42	32	0	0	78	47	32	0	0	35448	6938	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1C\XRF data\L000069.spe	138.04	7.63	1	0.018313	-0.002837	0.009936	0.090027	20107.69141	1.25	8	0	17	0	29	10	41	23	180	0	48	14	368	7844	91	0	0	0	34	64	119	170	0	329	893	0	0	9	0	35	0	9	44	47	53	0	0	33282	6803	
